episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FMA2C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FMA2C,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,FMA2C,3,1.0,0.0,0.0,1.0,0.0,0.0,-0.2,-1.4,1.0,,
1,FMA2C,4,18.5,0.0,0.0,4.0,0.0,1.0,-4.6,-11.2,2.0,,
1,FMA2C,5,49.5,0.0,4.5,4.0,0.0,1.0,-7.6,-18.2,3.0,,
1,FMA2C,6,95.0,0.0,9.5,6.0,0.0,1.0,-13.2,-28.4,2.0,,
1,FMA2C,7,164.0,2.5,14.5,11.0,1.0,2.0,-24.3,-49.6,1.0,,
1,FMA2C,8,218.5,12.5,22.5,8.0,1.0,4.0,-28.4,-60.8,4.0,,
1,FMA2C,9,155.0,0.0,0.0,6.0,0.0,1.0,-15.8,-36.6,5.0,,
1,FMA2C,10,132.5,3.5,0.5,9.0,1.0,3.0,-20.3,-44.6,4.0,,
1,FMA2C,11,214.0,0.0,9.5,9.0,0.0,3.0,-32.6,-67.2,2.0,,
1,FMA2C,12,320.0,0.5,19.5,16.0,1.0,3.0,-50.0,-100.0,0.0,,
1,FMA2C,13,297.5,10.5,0.0,19.0,1.0,0.0,-48.0,-101.0,5.0,,
1,FMA2C,14,429.0,21.5,1.0,20.0,2.0,1.0,-59.4,-121.8,3.0,,
1,FMA2C,15,621.5,41.5,6.0,24.0,2.0,2.0,-79.3,-160.6,2.0,,
1,FMA2C,16,848.5,70.5,11.0,28.0,4.0,2.0,-100.8,-204.6,3.0,,
1,FMA2C,17,788.5,79.5,2.0,25.0,3.0,2.0,-97.0,-200.0,6.0,,
1,FMA2C,18,1008.5,109.5,0.5,25.0,3.0,2.0,-119.0,-240.0,2.0,,
1,FMA2C,19,1116.0,141.5,8.0,27.0,5.0,5.0,-123.7,-249.4,2.0,,
1,FMA2C,20,1210.5,189.5,12.0,30.0,7.0,8.0,-117.9,-238.8,3.0,,
1,FMA2C,21,1408.5,261.0,38.0,37.0,8.0,9.0,-132.2,-265.4,1.0,,
1,FMA2C,22,1651.5,312.5,15.5,35.0,8.0,3.0,-140.6,-285.2,4.0,,
1,FMA2C,23,1830.0,392.5,25.5,31.0,8.0,3.0,-146.8,-298.6,5.0,,
1,FMA2C,24,2060.0,478.5,35.5,34.0,11.0,5.0,-163.3,-329.6,3.0,,
1,FMA2C,25,2293.0,593.5,47.5,36.0,12.0,6.0,-179.9,-360.8,1.0,,
1,FMA2C,26,2483.5,713.5,70.0,36.0,12.0,8.0,-186.0,-373.0,1.0,,
1,FMA2C,27,2704.0,841.0,99.5,39.0,15.0,14.0,-199.3,-399.6,1.0,,
1,FMA2C,28,2921.0,982.5,121.0,40.0,17.0,9.0,-210.5,-424.0,3.0,,
1,FMA2C,29,3131.0,1153.0,0.0,42.0,18.0,3.0,-222.6,-446.2,1.0,,
1,FMA2C,30,3373.0,1337.0,12.5,45.0,20.0,7.0,-242.6,-485.2,0.0,,
1,FMA2C,31,3604.0,1522.5,5.5,46.0,21.0,3.0,-251.7,-505.4,2.0,,
1,FMA2C,32,3854.5,1735.0,7.0,50.0,24.0,4.0,-268.7,-538.4,1.0,,
1,FMA2C,33,4077.0,1966.0,11.5,50.0,24.0,4.0,-284.0,-570.0,2.0,,
1,FMA2C,34,4342.0,2206.5,0.0,53.0,25.0,9.0,-305.0,-611.0,1.0,,
1,FMA2C,35,3472.5,1989.5,4.0,48.0,22.0,12.0,-277.9,-564.8,9.0,,
1,FMA2C,36,2822.0,1978.5,3.0,44.0,22.0,0.0,-213.2,-436.4,10.0,,
1,FMA2C,37,2998.5,2198.5,0.0,47.0,22.0,0.0,-233.2,-467.4,1.0,,
1,FMA2C,38,3186.5,2418.5,6.5,48.0,22.0,10.0,-238.5,-479.0,2.0,,
1,FMA2C,39,3336.5,2638.5,3.0,50.0,22.0,2.0,-246.0,-494.0,2.0,,
1,FMA2C,40,3471.0,2862.5,8.0,50.0,24.0,2.0,-244.9,-493.8,4.0,,
1,FMA2C,41,3693.0,3107.0,15.5,49.0,25.0,3.0,-253.3,-509.6,3.0,,
1,FMA2C,42,3936.5,3357.0,25.5,51.0,25.0,7.0,-268.5,-537.0,0.0,,
1,FMA2C,43,4192.5,3609.5,39.5,54.0,26.0,5.0,-283.6,-568.2,1.0,,
1,FMA2C,44,4315.5,3367.0,26.5,51.0,24.0,3.0,-282.6,-571.2,6.0,,
1,FMA2C,45,4389.0,3607.0,0.0,48.0,24.0,1.0,-296.3,-595.6,3.0,,
1,FMA2C,46,4566.0,3847.0,5.0,48.0,24.0,2.0,-305.9,-613.8,2.0,,
1,FMA2C,47,4766.0,4090.0,15.0,50.0,26.0,2.0,-320.4,-641.8,1.0,,
1,FMA2C,48,4949.0,4352.5,25.0,49.0,27.0,3.0,-324.0,-650.0,2.0,,
1,FMA2C,49,5170.0,4625.0,35.0,51.0,28.0,3.0,-336.2,-676.4,4.0,,
1,FMA2C,50,5400.5,4905.5,0.0,53.0,29.0,0.0,-352.3,-706.6,2.0,,
1,FMA2C,51,5626.5,5198.0,3.0,55.0,30.0,7.0,-366.0,-734.0,2.0,,
