episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FMA2C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FMA2C,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,FMA2C,3,7.0,0.0,0.0,4.0,0.0,0.0,-3.4,-6.8,0.0,,
1,FMA2C,4,55.0,0.0,0.5,7.0,0.0,1.0,-11.9,-25.8,2.0,,
1,FMA2C,5,125.0,0.0,4.5,7.0,0.0,1.0,-19.9,-41.8,2.0,,
1,FMA2C,6,129.5,0.0,0.0,5.0,0.0,0.0,-17.8,-39.6,4.0,,
1,FMA2C,7,74.5,1.0,0.0,6.0,1.0,1.0,-10.5,-24.0,3.0,,
1,FMA2C,8,120.0,11.0,1.0,9.0,1.0,3.0,-21.8,-44.6,1.0,,
1,FMA2C,9,159.5,0.5,0.0,13.0,1.0,0.0,-31.5,-66.0,3.0,,
1,FMA2C,10,213.0,13.5,0.0,14.0,2.0,1.0,-38.5,-80.0,3.0,,
1,FMA2C,11,203.0,17.5,6.0,12.0,2.0,2.0,-37.5,-80.0,5.0,,
1,FMA2C,12,183.5,14.5,0.0,12.0,1.0,0.0,-31.3,-68.6,6.0,,
1,FMA2C,13,297.5,24.5,0.0,18.0,1.0,1.0,-52.0,-106.0,2.0,,
1,FMA2C,14,487.0,39.0,6.5,26.0,2.0,2.0,-75.4,-151.8,1.0,,
1,FMA2C,15,626.0,44.5,16.5,25.0,1.0,3.0,-69.8,-143.6,4.0,,
1,FMA2C,16,644.5,0.5,0.0,22.0,1.0,4.0,-57.5,-122.0,7.0,,
1,FMA2C,17,650.5,14.5,0.0,19.0,2.0,0.0,-70.8,-145.6,4.0,,
1,FMA2C,18,831.0,34.5,0.0,23.0,2.0,3.0,-90.8,-181.6,0.0,,
1,FMA2C,19,1052.0,59.5,8.0,30.0,5.0,10.0,-111.3,-222.6,0.0,,
1,FMA2C,20,1319.0,102.0,30.0,34.0,5.0,9.0,-132.1,-266.2,2.0,,
1,FMA2C,21,1363.0,44.0,32.0,28.0,2.0,3.0,-110.9,-228.8,7.0,,
1,FMA2C,22,1514.0,64.0,2.0,28.0,2.0,6.0,-122.6,-246.2,1.0,,
1,FMA2C,23,1780.0,94.0,15.5,34.0,6.0,6.0,-142.3,-284.6,0.0,,
1,FMA2C,24,2065.0,155.0,36.5,36.0,7.0,8.0,-160.8,-322.6,1.0,,
1,FMA2C,25,2355.0,234.5,63.0,38.0,9.0,7.0,-180.3,-360.6,0.0,,
1,FMA2C,26,2645.0,332.5,102.5,40.0,11.0,12.0,-200.3,-400.6,0.0,,
1,FMA2C,27,2938.0,447.5,149.5,43.0,13.0,15.0,-222.4,-444.8,0.0,,
1,FMA2C,28,3240.5,494.0,193.0,43.0,12.0,13.0,-243.4,-488.8,2.0,,
1,FMA2C,29,2451.0,347.5,247.0,34.0,10.0,13.0,-208.8,-429.6,12.0,,
1,FMA2C,30,2567.0,398.0,290.0,35.0,12.0,21.0,-228.7,-459.4,2.0,,
1,FMA2C,31,2761.5,472.5,319.5,35.0,10.0,11.0,-243.6,-490.2,3.0,,
1,FMA2C,32,2971.0,581.5,375.0,39.0,13.0,17.0,-260.1,-521.2,1.0,,
1,FMA2C,33,2527.5,480.5,412.0,33.0,10.0,23.0,-230.3,-470.6,10.0,,
1,FMA2C,34,2209.5,584.0,482.0,31.0,11.0,25.0,-215.4,-434.8,4.0,,
1,FMA2C,35,2422.0,702.0,537.5,39.0,14.0,14.0,-241.5,-483.0,0.0,,
1,FMA2C,36,2663.5,850.5,605.0,42.0,16.0,16.0,-262.4,-525.8,1.0,,
1,FMA2C,37,2931.5,1015.0,686.5,45.0,17.0,20.0,-284.4,-568.8,0.0,,
1,FMA2C,38,3211.5,1185.0,781.5,45.0,17.0,20.0,-304.4,-608.8,0.0,,
1,FMA2C,39,3066.5,835.5,2.5,39.0,13.0,2.0,-275.7,-558.4,7.0,,
1,FMA2C,40,3065.5,861.5,11.0,39.0,14.0,6.0,-272.4,-546.8,2.0,,
1,FMA2C,41,3113.5,852.5,15.5,38.0,14.0,6.0,-272.2,-547.4,3.0,,
1,FMA2C,42,2945.5,839.5,38.5,35.0,13.0,11.0,-276.6,-557.2,4.0,,
1,FMA2C,43,2275.5,733.5,70.5,28.0,11.0,13.0,-245.6,-499.2,8.0,,
1,FMA2C,44,2205.0,636.5,107.0,28.0,10.0,14.0,-255.9,-515.8,4.0,,
1,FMA2C,45,1721.0,344.0,149.0,19.0,6.0,14.0,-217.5,-444.0,9.0,,
1,FMA2C,46,1078.0,197.0,199.0,13.0,3.0,14.0,-159.1,-332.2,14.0,,
1,FMA2C,47,966.0,215.5,241.0,13.0,2.0,14.0,-153.7,-312.4,5.0,,
1,FMA2C,48,929.0,235.5,291.0,9.0,2.0,14.0,-137.8,-281.6,6.0,,
1,FMA2C,49,742.0,0.5,0.5,11.0,1.0,1.0,-113.0,-233.0,7.0,,
1,FMA2C,50,863.5,16.0,6.5,23.0,3.0,8.0,-139.6,-279.2,0.0,,
1,FMA2C,51,1037.0,46.0,29.0,30.0,3.0,7.0,-155.4,-311.8,1.0,,
