episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MAXPRESSURE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,MAXPRESSURE,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,MAXPRESSURE,3,6.5,0.0,0.0,3.0,0.0,0.0,-6.5,-6.5,-6.5,,
1,MAXPRESSURE,4,24.5,0.0,1.5,2.0,0.0,1.0,-24.5,-24.5,-24.5,,
1,MAXPRESSURE,5,52.5,0.0,0.0,6.0,0.0,0.0,-52.5,-52.5,-52.5,,
1,MAXPRESSURE,6,121.5,1.0,2.5,10.0,1.0,2.0,-122.5,-122.5,-122.5,,
1,MAXPRESSURE,7,176.0,11.0,7.5,12.0,1.0,2.0,-187.0,-187.0,-187.0,,
1,MAXPRESSURE,8,208.5,21.0,12.5,9.0,1.0,4.0,-229.5,-229.5,-229.5,,
1,MAXPRESSURE,9,248.5,32.0,18.0,9.0,2.0,6.0,-280.5,-280.5,-280.5,,
1,MAXPRESSURE,10,292.5,2.0,0.0,15.0,1.0,0.0,-294.5,-294.5,-294.5,,
1,MAXPRESSURE,11,318.0,15.0,0.0,19.0,3.0,2.0,-333.0,-333.0,-333.0,,
1,MAXPRESSURE,12,448.0,32.5,11.0,22.0,2.0,3.0,-480.5,-480.5,-480.5,,
1,MAXPRESSURE,13,637.0,58.0,26.0,31.0,5.0,3.0,-695.0,-695.0,-695.0,,
1,MAXPRESSURE,14,873.0,108.0,41.0,33.0,5.0,4.0,-981.0,-981.0,-981.0,,
1,MAXPRESSURE,15,1009.0,106.0,56.0,32.0,4.0,6.0,-1115.0,-1115.0,-1115.0,,
1,MAXPRESSURE,16,1023.5,146.0,71.0,26.0,4.0,5.0,-1169.5,-1169.5,-1169.5,,
1,MAXPRESSURE,17,1056.0,186.0,86.5,23.0,4.0,5.0,-1242.0,-1242.0,-1242.0,,
1,MAXPRESSURE,18,997.0,226.0,106.5,17.0,4.0,11.0,-1223.0,-1223.0,-1223.0,,
1,MAXPRESSURE,19,977.5,0.5,1.0,14.0,1.0,2.0,-978.0,-978.0,-978.0,,
1,MAXPRESSURE,20,1036.0,12.5,4.0,20.0,3.0,7.0,-1048.5,-1048.5,-1048.5,,
1,MAXPRESSURE,21,1203.0,28.5,21.0,32.0,5.0,8.0,-1231.5,-1231.5,-1231.5,,
1,MAXPRESSURE,22,1412.5,68.5,51.0,32.0,5.0,10.0,-1481.0,-1481.0,-1481.0,,
1,MAXPRESSURE,23,1570.0,109.0,86.5,28.0,5.0,12.0,-1679.0,-1679.0,-1679.0,,
1,MAXPRESSURE,24,1726.0,162.5,126.5,27.0,6.0,15.0,-1888.5,-1888.5,-1888.5,,
1,MAXPRESSURE,25,1767.0,223.5,174.5,24.0,7.0,17.0,-1990.5,-1990.5,-1990.5,,
1,MAXPRESSURE,26,1704.5,176.5,2.5,19.0,4.0,2.0,-1881.0,-1881.0,-1881.0,,
1,MAXPRESSURE,27,1673.5,133.5,10.0,21.0,3.0,4.0,-1807.0,-1807.0,-1807.0,,
1,MAXPRESSURE,28,1803.5,168.5,1.5,31.0,5.0,3.0,-1972.0,-1972.0,-1972.0,,
1,MAXPRESSURE,29,2090.0,227.5,12.5,43.0,9.0,9.0,-2317.5,-2317.5,-2317.5,,
1,MAXPRESSURE,30,2273.0,297.0,40.0,41.0,9.0,12.0,-2570.0,-2570.0,-2570.0,,
1,MAXPRESSURE,31,2416.0,362.0,73.5,36.0,8.0,14.0,-2778.0,-2778.0,-2778.0,,
1,MAXPRESSURE,32,2589.5,372.5,113.5,33.0,7.0,16.0,-2962.0,-2962.0,-2962.0,,
1,MAXPRESSURE,33,2565.0,411.0,154.5,27.0,6.0,22.0,-2976.0,-2976.0,-2976.0,,
1,MAXPRESSURE,34,2535.0,476.0,206.5,24.0,7.0,22.0,-3011.0,-3011.0,-3011.0,,
1,MAXPRESSURE,35,2505.5,343.5,0.0,20.0,5.0,1.0,-2849.0,-2849.0,-2849.0,,
1,MAXPRESSURE,36,2224.5,95.5,2.5,23.0,7.0,0.0,-2320.0,-2320.0,-2320.0,,
1,MAXPRESSURE,37,2090.5,165.5,5.0,30.0,7.0,7.0,-2256.0,-2256.0,-2256.0,,
1,MAXPRESSURE,38,2341.5,237.0,21.5,39.0,8.0,7.0,-2578.5,-2578.5,-2578.5,,
1,MAXPRESSURE,39,2463.5,288.5,41.0,38.0,8.0,7.0,-2752.0,-2752.0,-2752.0,,
