episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MAXPRESSURE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,MAXPRESSURE,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,MAXPRESSURE,3,7.0,0.0,0.0,3.0,0.0,0.0,-7.0,-7.0,-7.0,,
1,MAXPRESSURE,4,25.5,0.0,1.5,2.0,0.0,1.0,-25.5,-25.5,-25.5,,
1,MAXPRESSURE,5,50.0,0.0,0.0,5.0,0.0,0.0,-50.0,-50.0,-50.0,,
1,MAXPRESSURE,6,98.0,1.5,3.0,8.0,1.0,2.0,-99.5,-99.5,-99.5,,
1,MAXPRESSURE,7,130.0,11.5,8.0,8.0,1.0,2.0,-141.5,-141.5,-141.5,,
1,MAXPRESSURE,8,177.5,21.5,13.0,7.0,1.0,4.0,-199.0,-199.0,-199.0,,
1,MAXPRESSURE,9,212.5,3.0,0.0,10.0,1.0,0.0,-215.5,-215.5,-215.5,,
1,MAXPRESSURE,10,288.0,13.0,0.0,18.0,1.0,1.0,-301.0,-301.0,-301.0,,
1,MAXPRESSURE,11,364.5,5.0,8.5,15.0,2.0,3.0,-369.5,-369.5,-369.5,,
1,MAXPRESSURE,12,479.0,0.0,0.0,15.0,0.0,0.0,-479.0,-479.0,-479.0,,
1,MAXPRESSURE,13,655.0,1.5,0.0,27.0,2.0,0.0,-656.5,-656.5,-656.5,,
1,MAXPRESSURE,14,834.0,26.5,0.0,30.0,3.0,0.0,-860.5,-860.5,-860.5,,
1,MAXPRESSURE,15,969.0,56.5,0.0,28.0,3.0,0.0,-1025.5,-1025.5,-1025.5,,
1,MAXPRESSURE,16,1081.0,87.5,0.0,24.0,4.0,3.0,-1168.5,-1168.5,-1168.5,,
1,MAXPRESSURE,17,1186.5,127.5,0.0,22.0,4.0,4.0,-1314.0,-1314.0,-1314.0,,
1,MAXPRESSURE,18,1241.5,0.0,0.5,17.0,0.0,4.0,-1241.5,-1241.5,-1241.5,,
1,MAXPRESSURE,19,1321.5,3.5,2.0,22.0,3.0,4.0,-1325.0,-1325.0,-1325.0,,
1,MAXPRESSURE,20,1450.5,21.5,12.0,27.0,2.0,11.0,-1472.0,-1472.0,-1472.0,,
1,MAXPRESSURE,21,1663.5,41.5,34.0,26.0,2.0,11.0,-1705.0,-1705.0,-1705.0,,
1,MAXPRESSURE,22,1763.0,61.5,62.0,20.0,2.0,14.0,-1824.5,-1824.5,-1824.5,,
1,MAXPRESSURE,23,1854.0,40.5,0.0,20.0,1.0,1.0,-1894.5,-1894.5,-1894.5,,
1,MAXPRESSURE,24,2002.5,51.5,4.0,25.0,2.0,4.0,-2054.0,-2054.0,-2054.0,,
1,MAXPRESSURE,25,2246.5,75.5,9.5,34.0,4.0,6.0,-2322.0,-2322.0,-2322.0,,
1,MAXPRESSURE,26,2514.0,103.5,35.5,36.0,3.0,8.0,-2617.5,-2617.5,-2617.5,,
1,MAXPRESSURE,27,2699.5,137.0,74.0,34.0,4.0,10.0,-2836.5,-2836.5,-2836.5,,
1,MAXPRESSURE,28,2839.5,182.0,119.5,31.0,5.0,12.0,-3021.5,-3021.5,-3021.5,,
1,MAXPRESSURE,29,2928.5,236.0,152.5,28.0,6.0,16.0,-3164.5,-3164.5,-3164.5,,
1,MAXPRESSURE,30,2891.0,54.5,0.0,23.0,2.0,1.0,-2945.5,-2945.5,-2945.5,,
1,MAXPRESSURE,31,2992.5,74.5,3.0,26.0,2.0,9.0,-3067.0,-3067.0,-3067.0,,
1,MAXPRESSURE,32,3246.5,107.0,27.0,37.0,6.0,10.0,-3353.5,-3353.5,-3353.5,,
1,MAXPRESSURE,33,3573.0,169.5,62.0,43.0,7.0,14.0,-3742.5,-3742.5,-3742.5,,
1,MAXPRESSURE,34,3936.5,244.0,107.0,46.0,9.0,14.0,-4180.5,-4180.5,-4180.5,,
1,MAXPRESSURE,35,4310.5,334.0,152.5,47.0,9.0,16.0,-4644.5,-4644.5,-4644.5,,
1,MAXPRESSURE,36,4698.5,432.5,201.5,52.0,12.0,18.0,-5131.0,-5131.0,-5131.0,,
1,MAXPRESSURE,37,4401.5,284.0,257.0,38.0,6.0,21.0,-4685.5,-4685.5,-4685.5,,
1,MAXPRESSURE,38,4309.5,281.0,315.0,30.0,4.0,23.0,-4590.5,-4590.5,-4590.5,,
1,MAXPRESSURE,39,4218.0,321.0,378.5,25.0,4.0,22.0,-4539.0,-4539.0,-4539.0,,
