episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,STOCHASTIC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,STOCHASTIC,2,2.5,0.0,0.0,1.0,0.0,1.0,-2.5,-2.5,-2.5,,
1,STOCHASTIC,3,23.0,0.0,0.0,6.0,0.0,0.0,-23.0,-23.0,-23.0,,
1,STOCHASTIC,4,64.0,0.0,1.5,5.0,0.0,1.0,-64.0,-64.0,-64.0,,
1,STOCHASTIC,5,116.0,0.0,6.5,6.0,0.0,1.0,-116.0,-116.0,-116.0,,
1,STOCHASTIC,6,176.0,1.0,13.5,7.0,1.0,3.0,-177.0,-177.0,-177.0,,
1,STOCHASTIC,7,220.5,11.0,16.5,9.0,1.0,1.0,-231.5,-231.5,-231.5,,
1,STOCHASTIC,8,278.0,21.0,21.5,7.0,1.0,3.0,-299.0,-299.0,-299.0,,
1,STOCHASTIC,9,341.5,31.0,27.5,9.0,1.0,2.0,-372.5,-372.5,-372.5,,
1,STOCHASTIC,10,408.0,42.0,37.5,11.0,2.0,3.0,-450.0,-450.0,-450.0,,
1,STOCHASTIC,11,449.5,63.0,49.5,15.0,3.0,4.0,-512.5,-512.5,-512.5,,
1,STOCHASTIC,12,276.5,11.0,0.0,17.0,1.0,0.0,-287.5,-287.5,-287.5,,
1,STOCHASTIC,13,218.5,21.0,0.0,17.0,1.0,0.0,-239.5,-239.5,-239.5,,
1,STOCHASTIC,14,385.0,31.0,0.0,21.0,1.0,0.0,-416.0,-416.0,-416.0,,
1,STOCHASTIC,15,578.0,43.0,0.0,23.0,2.0,4.0,-621.0,-621.0,-621.0,,
1,STOCHASTIC,16,800.0,65.0,0.5,29.0,3.0,4.0,-865.0,-865.0,-865.0,,
1,STOCHASTIC,17,1010.0,98.5,4.0,34.0,4.0,3.0,-1108.5,-1108.5,-1108.5,,
1,STOCHASTIC,18,897.0,13.5,11.0,25.0,1.0,3.0,-910.5,-910.5,-910.5,,
1,STOCHASTIC,19,706.5,28.5,26.0,21.0,2.0,3.0,-735.0,-735.0,-735.0,,
1,STOCHASTIC,20,519.5,48.5,41.0,15.0,2.0,9.0,-568.0,-568.0,-568.0,,
1,STOCHASTIC,21,450.5,68.5,67.0,15.0,2.0,13.0,-519.0,-519.0,-519.0,,
1,STOCHASTIC,22,529.0,90.5,107.5,22.0,3.0,18.0,-619.5,-619.5,-619.5,,
1,STOCHASTIC,23,743.0,125.0,164.5,33.0,5.0,18.0,-868.0,-868.0,-868.0,,
1,STOCHASTIC,24,710.5,153.0,164.5,29.0,4.0,14.0,-863.5,-863.5,-863.5,,
1,STOCHASTIC,25,722.5,169.5,206.5,21.0,4.0,16.0,-892.0,-892.0,-892.0,,
1,STOCHASTIC,26,829.0,124.0,2.5,19.0,2.0,2.0,-953.0,-953.0,-953.0,,
1,STOCHASTIC,27,825.5,150.0,7.5,22.0,6.0,6.0,-975.5,-975.5,-975.5,,
1,STOCHASTIC,28,951.5,214.0,30.0,31.0,8.0,13.0,-1165.5,-1165.5,-1165.5,,
1,STOCHASTIC,29,1071.5,69.0,21.0,31.0,5.0,2.0,-1140.5,-1140.5,-1140.5,,
1,STOCHASTIC,30,940.5,95.5,22.5,31.0,7.0,3.0,-1036.0,-1036.0,-1036.0,,
1,STOCHASTIC,31,1182.0,167.0,32.5,33.0,8.0,9.0,-1349.0,-1349.0,-1349.0,,
1,STOCHASTIC,32,1348.0,248.5,58.5,36.0,9.0,8.0,-1596.5,-1596.5,-1596.5,,
1,STOCHASTIC,33,1621.5,345.0,94.5,41.0,12.0,13.0,-1966.5,-1966.5,-1966.5,,
1,STOCHASTIC,34,1902.5,467.5,131.0,42.0,13.0,9.0,-2370.0,-2370.0,-2370.0,,
1,STOCHASTIC,35,2152.0,605.5,55.5,44.0,15.0,2.0,-2757.5,-2757.5,-2757.5,,
1,STOCHASTIC,36,2399.0,759.0,65.5,45.0,17.0,6.0,-3158.0,-3158.0,-3158.0,,
1,STOCHASTIC,37,2628.5,828.0,75.5,43.0,16.0,2.0,-3456.5,-3456.5,-3456.5,,
1,STOCHASTIC,38,2826.0,988.0,87.0,41.0,16.0,10.0,-3814.0,-3814.0,-3814.0,,
1,STOCHASTIC,39,2737.5,965.5,97.5,36.0,14.0,8.0,-3703.0,-3703.0,-3703.0,,
1,STOCHASTIC,40,2957.5,1112.0,114.0,38.0,16.0,9.0,-4069.5,-4069.5,-4069.5,,
1,STOCHASTIC,41,3180.0,1272.0,140.0,40.0,16.0,11.0,-4452.0,-4452.0,-4452.0,,
1,STOCHASTIC,42,3427.5,1432.0,175.0,43.0,16.0,14.0,-4859.5,-4859.5,-4859.5,,
1,STOCHASTIC,43,3701.0,1593.5,148.5,45.0,17.0,6.0,-5294.5,-5294.5,-5294.5,,
1,STOCHASTIC,44,3981.0,1767.5,168.5,46.0,18.0,5.0,-5748.5,-5748.5,-5748.5,,
1,STOCHASTIC,45,3436.0,1297.0,21.5,38.0,14.0,5.0,-4733.0,-4733.0,-4733.0,,
1,STOCHASTIC,46,2052.0,369.0,34.0,22.0,6.0,6.0,-2421.0,-2421.0,-2421.0,,
1,STOCHASTIC,47,1827.5,197.5,0.0,19.0,3.0,0.0,-2025.0,-2025.0,-2025.0,,
1,STOCHASTIC,48,1856.0,233.0,2.5,23.0,5.0,2.0,-2089.0,-2089.0,-2089.0,,
