episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MAXPRESSURE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,MAXPRESSURE,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,MAXPRESSURE,3,6.5,0.0,0.0,4.0,0.0,0.0,-6.5,-6.5,-6.5,,
1,MAXPRESSURE,4,23.5,0.0,2.5,2.0,0.0,1.0,-23.5,-23.5,-23.5,,
1,MAXPRESSURE,5,48.5,0.0,0.0,4.0,0.0,0.0,-48.5,-48.5,-48.5,,
1,MAXPRESSURE,6,106.5,1.0,2.5,10.0,1.0,2.0,-107.5,-107.5,-107.5,,
1,MAXPRESSURE,7,140.0,11.0,7.5,8.0,1.0,4.0,-151.0,-151.0,-151.0,,
1,MAXPRESSURE,8,163.5,21.5,12.5,7.0,2.0,4.0,-185.0,-185.0,-185.0,,
1,MAXPRESSURE,9,191.0,0.0,0.0,9.0,0.0,0.0,-191.0,-191.0,-191.0,,
1,MAXPRESSURE,10,260.0,3.5,1.0,18.0,2.0,3.0,-263.5,-263.5,-263.5,,
1,MAXPRESSURE,11,371.5,11.5,14.5,20.0,1.0,3.0,-383.0,-383.0,-383.0,,
1,MAXPRESSURE,12,523.0,23.0,29.5,21.0,2.0,3.0,-546.0,-546.0,-546.0,,
1,MAXPRESSURE,13,645.5,45.0,44.5,19.0,3.0,3.0,-690.5,-690.5,-690.5,,
1,MAXPRESSURE,14,696.0,0.0,2.0,16.0,0.0,1.0,-696.0,-696.0,-696.0,,
1,MAXPRESSURE,15,813.0,4.0,0.0,23.0,3.0,3.0,-817.0,-817.0,-817.0,,
1,MAXPRESSURE,16,1000.5,37.0,0.0,30.0,4.0,2.0,-1037.5,-1037.5,-1037.5,,
1,MAXPRESSURE,17,1168.0,54.5,5.0,27.0,3.0,4.0,-1222.5,-1222.5,-1222.5,,
1,MAXPRESSURE,18,1309.5,84.5,12.0,23.0,3.0,5.0,-1394.0,-1394.0,-1394.0,,
1,MAXPRESSURE,19,1367.0,0.0,1.5,19.0,0.0,2.0,-1367.0,-1367.0,-1367.0,,
1,MAXPRESSURE,20,1522.0,3.0,0.5,24.0,2.0,8.0,-1525.0,-1525.0,-1525.0,,
1,MAXPRESSURE,21,1759.0,23.5,15.0,31.0,3.0,7.0,-1782.5,-1782.5,-1782.5,,
1,MAXPRESSURE,22,2056.5,53.5,40.0,38.0,3.0,9.0,-2110.0,-2110.0,-2110.0,,
1,MAXPRESSURE,23,2151.0,33.0,72.5,33.0,2.0,11.0,-2184.0,-2184.0,-2184.0,,
1,MAXPRESSURE,24,2249.5,56.5,107.5,28.0,3.0,14.0,-2306.0,-2306.0,-2306.0,,
1,MAXPRESSURE,25,2346.5,90.0,146.5,24.0,4.0,20.0,-2436.5,-2436.5,-2436.5,,
1,MAXPRESSURE,26,2416.0,13.5,3.0,22.0,1.0,3.0,-2429.5,-2429.5,-2429.5,,
1,MAXPRESSURE,27,2408.0,6.0,8.0,23.0,2.0,2.0,-2414.0,-2414.0,-2414.0,,
1,MAXPRESSURE,28,2641.0,28.5,2.0,34.0,3.0,5.0,-2669.5,-2669.5,-2669.5,,
1,MAXPRESSURE,29,2972.0,71.5,21.0,45.0,7.0,12.0,-3043.5,-3043.5,-3043.5,,
1,MAXPRESSURE,30,3161.5,111.0,58.5,44.0,8.0,14.0,-3272.5,-3272.5,-3272.5,,
1,MAXPRESSURE,31,3240.5,108.0,98.5,32.0,4.0,16.0,-3348.5,-3348.5,-3348.5,,
1,MAXPRESSURE,32,3355.0,130.5,145.0,28.0,4.0,18.0,-3485.5,-3485.5,-3485.5,,
1,MAXPRESSURE,33,3363.0,170.5,195.5,23.0,4.0,22.0,-3533.5,-3533.5,-3533.5,,
1,MAXPRESSURE,34,3373.5,88.5,0.0,24.0,3.0,1.0,-3462.0,-3462.0,-3462.0,,
1,MAXPRESSURE,35,2820.5,119.5,4.0,28.0,4.0,6.0,-2940.0,-2940.0,-2940.0,,
1,MAXPRESSURE,36,3077.0,166.5,29.5,38.0,7.0,12.0,-3243.5,-3243.5,-3243.5,,
1,MAXPRESSURE,37,3355.5,236.5,74.5,38.0,7.0,12.0,-3592.0,-3592.0,-3592.0,,
1,MAXPRESSURE,38,3550.0,242.0,121.0,36.0,5.0,14.0,-3792.0,-3792.0,-3792.0,,
1,MAXPRESSURE,39,3761.5,261.5,171.5,32.0,4.0,14.0,-4023.0,-4023.0,-4023.0,,
