episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MPLight_MM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,,
1,MPLight_MM,2,0.0,0.0,0.0,0.0,0.0,1.0,-6.182,-6.182,-6.182,,
1,MPLight_MM,3,4.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,,
1,MPLight_MM,4,33.5,0.0,0.5,6.0,0.0,1.0,-9.091,-9.091,-9.091,,
1,MPLight_MM,5,57.5,0.0,0.0,5.0,0.0,0.0,-5.0,-5.0,-5.0,,
1,MPLight_MM,6,37.5,0.0,0.0,4.0,0.0,0.0,-4.0,-4.0,-4.0,,
1,MPLight_MM,7,55.0,0.0,0.0,8.0,0.0,0.0,-8.0,-8.0,-8.0,,
1,MPLight_MM,8,129.5,0.0,0.0,10.0,0.0,2.0,-16.182,-16.182,-16.182,,
1,MPLight_MM,9,155.5,3.0,0.5,12.0,1.0,4.0,-25.631,-25.631,-25.631,,
1,MPLight_MM,10,181.5,0.0,0.0,12.0,0.0,0.0,-12.0,-12.0,-12.0,,
1,MPLight_MM,11,313.5,4.0,0.0,17.0,1.0,0.0,-18.267,-18.267,-18.267,,
1,MPLight_MM,12,478.5,19.0,0.0,22.0,2.0,0.0,-24.534,-24.534,-24.534,,
1,MPLight_MM,13,644.5,43.5,0.0,30.0,3.0,0.0,-33.801,-33.801,-33.801,,
1,MPLight_MM,14,830.0,78.0,2.0,30.0,4.0,3.0,-44.341,-44.341,-44.341,,
1,MPLight_MM,15,922.0,79.0,7.0,26.0,2.0,2.0,-43.989,-43.989,-43.989,,
1,MPLight_MM,16,1072.5,105.0,12.0,27.0,4.0,2.0,-41.341,-41.341,-41.341,,
1,MPLight_MM,17,1305.0,145.0,1.0,29.0,4.0,2.0,-43.341,-43.341,-43.341,,
1,MPLight_MM,18,1526.0,185.0,15.0,30.0,4.0,5.0,-50.523,-50.523,-50.523,,
1,MPLight_MM,19,1375.0,34.5,32.0,25.0,1.0,6.0,-47.904,-47.904,-47.904,,
1,MPLight_MM,20,1615.0,54.5,52.0,29.0,5.0,9.0,-63.154,-63.154,-63.154,,
1,MPLight_MM,21,1860.0,107.5,91.5,32.0,6.0,13.0,-79.785,-79.785,-79.785,,
1,MPLight_MM,22,2018.5,111.0,20.0,30.0,4.0,7.0,-56.705,-56.705,-56.705,,
1,MPLight_MM,23,2183.0,159.5,7.0,33.0,8.0,6.0,-61.682,-61.682,-61.682,,
1,MPLight_MM,24,2372.5,231.0,12.0,33.0,8.0,3.0,-55.5,-55.5,-55.5,,
1,MPLight_MM,25,2558.5,322.5,20.5,37.0,12.0,13.0,-92.387,-92.387,-92.387,,
1,MPLight_MM,26,2813.0,442.5,44.0,39.0,12.0,15.0,-100.569,-100.569,-100.569,,
1,MPLight_MM,27,3087.5,564.5,86.5,41.0,13.0,18.0,-113.109,-113.109,-113.109,,
1,MPLight_MM,28,3367.5,699.5,137.5,44.0,16.0,20.0,-119.91,-119.91,-119.91,,
1,MPLight_MM,29,2854.0,571.5,94.0,38.0,14.0,13.0,-95.921,-95.921,-95.921,,
1,MPLight_MM,30,1776.0,534.5,131.0,31.0,15.0,17.0,-102.552,-102.552,-102.552,,
1,MPLight_MM,31,1567.0,475.0,2.5,27.0,11.0,1.0,-44.028,-44.028,-44.028,,
1,MPLight_MM,32,1738.0,513.5,7.5,33.0,13.0,6.0,-77.29,-77.29,-77.29,,
1,MPLight_MM,33,1494.5,564.0,20.0,33.0,14.0,17.0,-106.376,-106.376,-106.376,,
1,MPLight_MM,34,1437.0,617.5,63.5,31.0,15.0,20.0,-105.643,-105.643,-105.643,,
1,MPLight_MM,35,1570.5,643.5,118.5,31.0,13.0,20.0,-103.109,-103.109,-103.109,,
1,MPLight_MM,36,1771.0,695.5,181.5,39.0,13.0,20.0,-111.109,-111.109,-111.109,,
1,MPLight_MM,37,1409.5,466.5,3.5,34.0,9.0,2.0,-54.676,-54.676,-54.676,,
1,MPLight_MM,38,1663.0,456.5,10.5,36.0,9.0,7.0,-69.04,-69.04,-69.04,,
1,MPLight_MM,39,1939.5,546.5,36.5,38.0,9.0,14.0,-92.677,-92.677,-92.677,,
1,MPLight_MM,40,2179.5,639.0,68.0,41.0,10.0,8.0,-78.398,-78.398,-78.398,,
1,MPLight_MM,41,2425.5,746.0,84.5,42.0,12.0,7.0,-78.841,-78.841,-78.841,,
1,MPLight_MM,42,2655.0,866.5,123.0,42.0,13.0,12.0,-101.745,-101.745,-101.745,,
1,MPLight_MM,43,2945.0,996.5,173.0,42.0,13.0,14.0,-101.745,-101.745,-101.745,,
1,MPLight_MM,44,2200.5,673.0,205.5,29.0,7.0,12.0,-74.961,-74.961,-74.961,,
1,MPLight_MM,45,1670.5,508.5,255.5,19.0,4.0,14.0,-67.342,-67.342,-67.342,,
1,MPLight_MM,46,1443.5,552.5,305.5,16.0,5.0,14.0,-65.609,-65.609,-65.609,,
1,MPLight_MM,47,1328.0,590.5,326.5,15.0,5.0,10.0,-52.245,-52.245,-52.245,,
1,MPLight_MM,48,967.5,12.0,0.5,16.0,1.0,0.0,-23.449,-23.449,-23.449,,
1,MPLight_MM,49,1141.5,22.0,3.0,24.0,1.0,5.0,-40.722,-40.722,-40.722,,
1,MPLight_MM,50,1333.5,8.5,16.0,30.0,2.0,5.0,-51.08,-51.08,-51.08,,
1,MPLight_MM,51,1499.5,31.0,38.5,30.0,3.0,6.0,-52.347,-52.347,-52.347,,
1,MPLight_MM,52,979.0,41.0,3.5,31.0,3.0,2.0,-40.983,-40.983,-40.983,,
1,MPLight_MM,53,1226.5,73.5,0.5,33.0,4.0,3.0,-50.432,-50.432,-50.432,,
1,MPLight_MM,54,1337.5,83.0,14.5,34.0,4.0,4.0,-51.432,-51.432,-51.432,,
1,MPLight_MM,55,1307.0,101.0,1.5,31.0,4.0,2.0,-42.25,-42.25,-42.25,,
1,MPLight_MM,56,1505.5,141.0,0.0,32.0,4.0,1.0,-43.25,-43.25,-43.25,,
1,MPLight_MM,57,1795.0,181.5,5.0,36.0,5.0,5.0,-63.972,-63.972,-63.972,,
1,MPLight_MM,58,2032.5,231.5,0.0,38.0,5.0,3.0,-59.79,-59.79,-59.79,,
1,MPLight_MM,59,2362.5,284.0,1.5,40.0,7.0,5.0,-64.324,-64.324,-64.324,,
1,MPLight_MM,60,2113.5,106.5,21.0,35.0,5.0,10.0,-72.245,-72.245,-72.245,,
1,MPLight_MM,61,2413.5,170.5,54.0,40.0,10.0,14.0,-95.944,-95.944,-95.944,,
1,MPLight_MM,62,2631.5,270.5,97.5,40.0,10.0,16.0,-102.126,-102.126,-102.126,,
1,MPLight_MM,63,2753.0,298.0,14.5,38.0,8.0,2.0,-54.318,-54.318,-54.318,,
1,MPLight_MM,64,2879.5,382.5,23.0,40.0,11.0,10.0,-84.847,-84.847,-84.847,,
1,MPLight_MM,65,3105.0,481.5,24.5,39.0,12.0,5.0,-69.659,-69.659,-69.659,,
1,MPLight_MM,66,3317.5,604.0,0.0,41.0,13.0,0.0,-60.562,-60.562,-60.562,,
1,MPLight_MM,67,3606.5,738.5,0.5,46.0,15.0,2.0,-74.278,-74.278,-74.278,,
1,MPLight_MM,68,3201.5,807.0,7.0,42.0,14.0,4.0,-75.193,-75.193,-75.193,,
1,MPLight_MM,69,3074.5,868.5,19.5,40.0,14.0,11.0,-91.739,-91.739,-91.739,,
1,MPLight_MM,70,3250.5,974.5,16.0,37.0,13.0,5.0,-68.926,-68.926,-68.926,,
1,MPLight_MM,71,3237.0,1108.5,7.0,38.0,14.0,6.0,-77.375,-77.375,-77.375,,
1,MPLight_MM,72,2814.0,1176.0,10.5,40.0,14.0,3.0,-70.102,-70.102,-70.102,,
1,MPLight_MM,73,2882.5,1292.0,29.0,37.0,13.0,9.0,-81.29,-81.29,-81.29,,
1,MPLight_MM,74,3028.5,1426.5,12.0,40.0,14.0,4.0,-73.193,-73.193,-73.193,,
1,MPLight_MM,75,3174.5,1571.5,11.0,40.0,15.0,3.0,-71.369,-71.369,-71.369,,
1,MPLight_MM,76,3342.0,1721.5,16.0,40.0,15.0,2.0,-71.369,-71.369,-71.369,,
1,MPLight_MM,77,3520.5,1871.5,21.5,39.0,15.0,3.0,-70.369,-70.369,-70.369,,
1,MPLight_MM,78,3770.0,2024.0,30.0,43.0,16.0,5.0,-84.909,-84.909,-84.909,,
1,MPLight_MM,79,3972.0,2184.0,31.0,40.0,16.0,1.0,-63.363,-63.363,-63.363,,
1,MPLight_MM,80,4166.5,2349.0,36.0,39.0,17.0,5.0,-85.267,-85.267,-85.267,,
1,MPLight_MM,81,4390.0,2524.5,46.0,42.0,19.0,5.0,-87.71,-87.71,-87.71,,
1,MPLight_MM,82,4624.5,2720.0,61.0,45.0,21.0,4.0,-83.971,-83.971,-83.971,,
1,MPLight_MM,83,3758.0,2845.5,3.5,44.0,21.0,4.0,-86.062,-86.062,-86.062,,
1,MPLight_MM,84,3992.5,3056.0,23.5,47.0,22.0,13.0,-115.057,-115.057,-115.057,,
1,MPLight_MM,85,4183.5,3276.0,51.0,50.0,22.0,9.0,-105.693,-105.693,-105.693,,
1,MPLight_MM,86,4424.0,3504.5,97.0,53.0,25.0,12.0,-121.767,-121.767,-121.767,,
1,MPLight_MM,87,4714.0,3760.0,144.0,57.0,27.0,12.0,-128.301,-128.301,-128.301,,
