episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MAXWAVE,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,MAXWAVE,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,MAXWAVE,3,9.5,0.0,0.0,4.0,0.0,0.0,-9.5,-9.5,-9.5,,
1,MAXWAVE,4,52.0,0.0,1.5,5.0,0.0,1.0,-52.0,-52.0,-52.0,,
1,MAXWAVE,5,58.5,0.0,0.0,4.0,0.0,0.0,-58.5,-58.5,-58.5,,
1,MAXWAVE,6,83.0,0.0,2.0,5.0,0.0,2.0,-83.0,-83.0,-83.0,,
1,MAXWAVE,7,128.0,2.0,7.0,8.0,1.0,2.0,-130.0,-130.0,-130.0,,
1,MAXWAVE,8,198.0,12.5,12.0,9.0,2.0,2.0,-210.5,-210.5,-210.5,,
1,MAXWAVE,9,247.0,34.5,19.5,12.0,3.0,6.0,-281.5,-281.5,-281.5,,
1,MAXWAVE,10,352.0,54.0,29.5,18.0,3.0,6.0,-406.0,-406.0,-406.0,,
1,MAXWAVE,11,444.0,73.5,39.5,22.0,3.0,6.0,-517.5,-517.5,-517.5,,
1,MAXWAVE,12,541.5,103.5,53.0,16.0,3.0,6.0,-645.0,-645.0,-645.0,,
1,MAXWAVE,13,635.5,138.5,68.0,17.0,5.0,6.0,-774.0,-774.0,-774.0,,
1,MAXWAVE,14,756.5,188.5,83.0,18.0,5.0,8.0,-945.0,-945.0,-945.0,,
1,MAXWAVE,15,886.5,238.5,98.0,18.0,5.0,9.0,-1125.0,-1125.0,-1125.0,,
1,MAXWAVE,16,1016.5,288.5,114.0,18.0,5.0,10.0,-1305.0,-1305.0,-1305.0,,
1,MAXWAVE,17,1150.0,342.0,132.0,20.0,6.0,11.0,-1492.0,-1492.0,-1492.0,,
1,MAXWAVE,18,1087.0,67.5,0.0,16.0,2.0,1.0,-1154.5,-1154.5,-1154.5,,
1,MAXWAVE,19,1043.0,70.5,5.0,21.0,5.0,9.0,-1113.5,-1113.5,-1113.5,,
1,MAXWAVE,20,1143.0,100.0,33.0,18.0,4.0,12.0,-1243.0,-1243.0,-1243.0,,
1,MAXWAVE,21,1288.0,140.0,78.0,19.0,4.0,15.0,-1428.0,-1428.0,-1428.0,,
1,MAXWAVE,22,1407.5,180.0,124.0,18.0,4.0,17.0,-1587.5,-1587.5,-1587.5,,
1,MAXWAVE,23,1547.5,223.5,183.0,19.0,5.0,17.0,-1771.0,-1771.0,-1771.0,,
1,MAXWAVE,24,1687.5,280.5,244.5,21.0,7.0,18.0,-1968.0,-1968.0,-1968.0,,
1,MAXWAVE,25,1827.5,350.5,313.5,21.0,7.0,18.0,-2178.0,-2178.0,-2178.0,,
1,MAXWAVE,26,1785.0,340.0,2.5,20.0,4.0,3.0,-2125.0,-2125.0,-2125.0,,
1,MAXWAVE,27,1769.0,380.5,2.5,24.0,5.0,7.0,-2149.5,-2149.5,-2149.5,,
1,MAXWAVE,28,1952.5,438.0,31.0,31.0,7.0,12.0,-2390.5,-2390.5,-2390.5,,
1,MAXWAVE,29,2123.5,512.5,83.5,31.0,8.0,18.0,-2636.0,-2636.0,-2636.0,,
1,MAXWAVE,30,2209.0,576.0,146.5,27.0,9.0,22.0,-2785.0,-2785.0,-2785.0,,
1,MAXWAVE,31,2292.5,654.0,217.5,23.0,8.0,22.0,-2946.5,-2946.5,-2946.5,,
1,MAXWAVE,32,2282.0,420.0,0.0,22.0,6.0,2.0,-2702.0,-2702.0,-2702.0,,
1,MAXWAVE,33,2453.5,142.5,2.0,25.0,4.0,14.0,-2596.0,-2596.0,-2596.0,,
