episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,STOCHASTIC,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,STOCHASTIC,2,1.5,0.0,0.0,1.0,0.0,1.0,-1.5,-1.5,-1.5,,
1,STOCHASTIC,3,3.0,0.0,0.0,2.0,0.0,0.0,-3.0,-3.0,-3.0,,
1,STOCHASTIC,4,25.5,0.0,0.0,4.0,0.0,0.0,-25.5,-25.5,-25.5,,
1,STOCHASTIC,5,76.0,0.0,0.0,7.0,0.0,0.0,-76.0,-76.0,-76.0,,
1,STOCHASTIC,6,143.0,0.5,0.0,10.0,1.0,0.0,-143.5,-143.5,-143.5,,
1,STOCHASTIC,7,249.5,10.5,0.0,16.0,1.0,1.0,-260.0,-260.0,-260.0,,
1,STOCHASTIC,8,390.0,0.0,0.0,20.0,0.0,0.0,-390.0,-390.0,-390.0,,
1,STOCHASTIC,9,516.5,0.0,1.5,22.0,0.0,4.0,-516.5,-516.5,-516.5,,
1,STOCHASTIC,10,474.5,2.0,6.5,24.0,2.0,4.0,-476.5,-476.5,-476.5,,
1,STOCHASTIC,11,415.0,12.0,12.5,20.0,2.0,4.0,-427.0,-427.0,-427.0,,
1,STOCHASTIC,12,335.0,32.0,22.5,16.0,2.0,4.0,-367.0,-367.0,-367.0,,
1,STOCHASTIC,13,446.0,0.0,0.0,15.0,0.0,0.0,-446.0,-446.0,-446.0,,
1,STOCHASTIC,14,615.5,3.0,2.0,26.0,3.0,3.0,-618.5,-618.5,-618.5,,
1,STOCHASTIC,15,867.0,42.0,14.0,37.0,6.0,6.0,-909.0,-909.0,-909.0,,
1,STOCHASTIC,16,1002.0,39.0,12.0,34.0,3.0,3.0,-1041.0,-1041.0,-1041.0,,
1,STOCHASTIC,17,1317.0,45.5,0.0,34.0,2.0,0.0,-1362.5,-1362.5,-1362.5,,
1,STOCHASTIC,18,1629.5,66.0,2.0,37.0,3.0,3.0,-1695.5,-1695.5,-1695.5,,
1,STOCHASTIC,19,1969.5,98.5,8.5,39.0,5.0,6.0,-2068.0,-2068.0,-2068.0,,
1,STOCHASTIC,20,2309.5,150.5,26.5,40.0,6.0,8.0,-2460.0,-2460.0,-2460.0,,
1,STOCHASTIC,21,2488.0,148.5,34.0,39.0,6.0,7.0,-2636.5,-2636.5,-2636.5,,
1,STOCHASTIC,22,2396.5,95.5,55.0,34.0,4.0,12.0,-2492.0,-2492.0,-2492.0,,
1,STOCHASTIC,23,2661.0,139.5,71.5,34.0,6.0,5.0,-2800.5,-2800.5,-2800.5,,
1,STOCHASTIC,24,2490.5,88.0,100.5,28.0,4.0,11.0,-2578.5,-2578.5,-2578.5,,
1,STOCHASTIC,25,2507.0,92.0,131.5,26.0,4.0,15.0,-2599.0,-2599.0,-2599.0,,
1,STOCHASTIC,26,2042.0,132.0,184.5,20.0,4.0,15.0,-2174.0,-2174.0,-2174.0,,
1,STOCHASTIC,27,1524.0,151.5,246.5,18.0,4.0,19.0,-1675.5,-1675.5,-1675.5,,
1,STOCHASTIC,28,1314.5,200.5,313.5,27.0,7.0,23.0,-1515.0,-1515.0,-1515.0,,
1,STOCHASTIC,29,1528.5,224.5,302.5,35.0,9.0,12.0,-1753.0,-1753.0,-1753.0,,
1,STOCHASTIC,30,1646.0,322.0,352.0,41.0,13.0,18.0,-1968.0,-1968.0,-1968.0,,
1,STOCHASTIC,31,1734.5,292.0,0.0,37.0,9.0,1.0,-2026.5,-2026.5,-2026.5,,
1,STOCHASTIC,32,1831.0,295.5,0.5,34.0,7.0,5.0,-2126.5,-2126.5,-2126.5,,
1,STOCHASTIC,33,2082.0,376.0,17.0,37.0,10.0,6.0,-2458.0,-2458.0,-2458.0,,
1,STOCHASTIC,34,2214.5,424.5,48.0,36.0,10.0,12.0,-2639.0,-2639.0,-2639.0,,
1,STOCHASTIC,35,2331.0,467.5,74.5,36.0,11.0,7.0,-2798.5,-2798.5,-2798.5,,
1,STOCHASTIC,36,2579.0,582.0,108.0,41.0,12.0,8.0,-3161.0,-3161.0,-3161.0,,
1,STOCHASTIC,37,2869.0,702.5,147.0,42.0,13.0,11.0,-3571.5,-3571.5,-3571.5,,
1,STOCHASTIC,38,2182.5,564.0,189.0,33.0,10.0,9.0,-2746.5,-2746.5,-2746.5,,
1,STOCHASTIC,39,2315.5,498.0,234.0,28.0,8.0,10.0,-2813.5,-2813.5,-2813.5,,
1,STOCHASTIC,40,2189.5,448.5,279.0,21.0,5.0,11.0,-2638.0,-2638.0,-2638.0,,
1,STOCHASTIC,41,2099.0,224.5,0.0,20.0,4.0,2.0,-2323.5,-2323.5,-2323.5,,
1,STOCHASTIC,42,1786.5,264.5,2.0,22.0,4.0,3.0,-2051.0,-2051.0,-2051.0,,
1,STOCHASTIC,43,1874.5,304.5,18.5,27.0,4.0,7.0,-2179.0,-2179.0,-2179.0,,
1,STOCHASTIC,44,2123.0,350.0,38.0,35.0,6.0,10.0,-2473.0,-2473.0,-2473.0,,
1,STOCHASTIC,45,2008.0,217.0,68.0,30.0,4.0,8.0,-2225.0,-2225.0,-2225.0,,
1,STOCHASTIC,46,2237.5,233.5,80.5,28.0,3.0,6.0,-2471.0,-2471.0,-2471.0,,
1,STOCHASTIC,47,2007.0,97.5,2.0,28.0,3.0,3.0,-2104.5,-2104.5,-2104.5,,
1,STOCHASTIC,48,2173.0,131.0,15.0,29.0,4.0,6.0,-2304.0,-2304.0,-2304.0,,
1,STOCHASTIC,49,2012.5,174.5,30.0,28.0,6.0,5.0,-2187.0,-2187.0,-2187.0,,
1,STOCHASTIC,50,2236.0,234.5,48.5,30.0,6.0,7.0,-2470.5,-2470.5,-2470.5,,
1,STOCHASTIC,51,2486.0,295.0,72.0,35.0,7.0,6.0,-2781.0,-2781.0,-2781.0,,
