episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FIXEDTIME,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FIXEDTIME,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,FIXEDTIME,3,12.5,0.0,0.0,5.0,0.0,0.0,-12.5,-12.5,-12.5,,
1,FIXEDTIME,4,69.5,0.0,1.5,8.0,0.0,1.0,-69.5,-69.5,-69.5,,
1,FIXEDTIME,5,96.5,0.0,6.5,7.0,0.0,1.0,-96.5,-96.5,-96.5,,
1,FIXEDTIME,6,145.0,1.5,14.5,8.0,1.0,3.0,-146.5,-146.5,-146.5,,
1,FIXEDTIME,7,132.0,11.5,16.5,8.0,1.0,1.0,-143.5,-143.5,-143.5,,
1,FIXEDTIME,8,179.5,21.5,22.0,11.0,1.0,2.0,-201.0,-201.0,-201.0,,
1,FIXEDTIME,9,180.0,2.5,0.0,14.0,1.0,1.0,-182.5,-182.5,-182.5,,
1,FIXEDTIME,10,235.0,12.5,0.0,18.0,1.0,1.0,-247.5,-247.5,-247.5,,
1,FIXEDTIME,11,378.5,24.0,0.0,24.0,3.0,0.0,-402.5,-402.5,-402.5,,
1,FIXEDTIME,12,604.5,56.0,0.0,30.0,4.0,1.0,-660.5,-660.5,-660.5,,
1,FIXEDTIME,13,595.5,44.0,4.5,26.0,3.0,2.0,-639.5,-639.5,-639.5,,
1,FIXEDTIME,14,391.0,48.0,9.5,20.0,3.0,2.0,-439.0,-439.0,-439.0,,
1,FIXEDTIME,15,377.5,17.5,14.5,17.0,2.0,2.0,-395.0,-395.0,-395.0,,
1,FIXEDTIME,16,535.0,42.0,19.5,24.0,5.0,2.0,-577.0,-577.0,-577.0,,
1,FIXEDTIME,17,630.5,34.5,1.5,25.0,2.0,2.0,-665.0,-665.0,-665.0,,
1,FIXEDTIME,18,681.5,32.5,6.0,24.0,1.0,2.0,-714.0,-714.0,-714.0,,
1,FIXEDTIME,19,863.5,53.0,22.5,29.0,5.0,9.0,-916.5,-916.5,-916.5,,
1,FIXEDTIME,20,1109.5,108.0,51.5,33.0,6.0,13.0,-1217.5,-1217.5,-1217.5,,
1,FIXEDTIME,21,1061.0,56.5,34.0,29.0,3.0,8.0,-1117.5,-1117.5,-1117.5,,
1,FIXEDTIME,22,658.5,31.0,54.0,20.0,1.0,11.0,-689.5,-689.5,-689.5,,
1,FIXEDTIME,23,699.0,44.0,26.5,20.0,2.0,4.0,-743.0,-743.0,-743.0,,
1,FIXEDTIME,24,833.5,67.0,47.0,24.0,4.0,8.0,-900.5,-900.5,-900.5,,
1,FIXEDTIME,25,980.0,96.0,9.0,26.0,3.0,2.0,-1076.0,-1076.0,-1076.0,,
1,FIXEDTIME,26,1103.5,127.0,17.0,29.0,4.0,2.0,-1230.5,-1230.5,-1230.5,,
1,FIXEDTIME,27,1291.5,179.5,32.5,33.0,8.0,8.0,-1471.0,-1471.0,-1471.0,,
1,FIXEDTIME,28,1546.5,264.0,60.5,37.0,10.0,14.0,-1810.5,-1810.5,-1810.5,,
1,FIXEDTIME,29,1469.5,316.5,62.5,34.0,11.0,11.0,-1786.0,-1786.0,-1786.0,,
1,FIXEDTIME,30,1189.5,332.5,104.0,27.0,9.0,16.0,-1522.0,-1522.0,-1522.0,,
