episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FMA2C,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FMA2C,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
1,FMA2C,3,5.5,0.0,3.5,2.0,0.0,2.0,-2.1,-4.2,0.0,,
1,FMA2C,4,11.0,0.0,0.0,3.0,0.0,0.0,-2.7,-7.4,2.0,,
1,FMA2C,5,44.5,0.0,0.5,5.0,0.0,1.0,-10.9,-22.8,1.0,,
1,FMA2C,6,108.5,0.0,7.0,11.0,0.0,3.0,-24.8,-49.6,0.0,,
1,FMA2C,7,153.5,3.5,9.5,13.0,1.0,1.0,-23.7,-49.4,2.0,,
1,FMA2C,8,263.0,13.5,15.0,12.0,1.0,4.0,-33.1,-68.2,2.0,,
1,FMA2C,9,345.0,23.5,0.0,17.0,1.0,1.0,-43.6,-90.2,3.0,,
1,FMA2C,10,431.5,33.5,0.0,20.0,1.0,0.0,-59.6,-121.2,2.0,,
1,FMA2C,11,581.0,52.0,0.5,25.0,3.0,1.0,-72.9,-146.8,1.0,,
1,FMA2C,12,674.0,85.5,5.5,26.0,4.0,1.0,-78.0,-162.0,6.0,,
1,FMA2C,13,646.0,128.0,10.5,28.0,5.0,1.0,-77.1,-160.2,6.0,,
1,FMA2C,14,708.5,144.0,15.5,24.0,4.0,1.0,-87.8,-180.6,5.0,,
1,FMA2C,15,712.5,128.5,20.5,23.0,3.0,3.0,-83.4,-173.8,7.0,,
1,FMA2C,16,744.0,149.5,25.5,19.0,3.0,3.0,-95.3,-196.6,6.0,,
1,FMA2C,17,621.5,108.5,0.0,17.0,2.0,1.0,-86.4,-180.8,8.0,,
1,FMA2C,18,747.5,128.5,0.0,21.0,2.0,6.0,-104.5,-211.0,2.0,,
1,FMA2C,19,818.5,4.0,7.5,25.0,2.0,5.0,-86.7,-177.4,4.0,,
1,FMA2C,20,987.0,26.5,4.5,31.0,3.0,8.0,-108.3,-218.6,2.0,,
1,FMA2C,21,1277.0,56.5,22.5,35.0,3.0,10.0,-134.8,-270.6,1.0,,
1,FMA2C,22,1522.5,95.0,22.0,36.0,6.0,5.0,-144.9,-291.8,2.0,,
1,FMA2C,23,1698.5,90.0,37.0,31.0,3.0,7.0,-151.3,-307.6,5.0,,
1,FMA2C,24,1978.5,123.5,69.0,32.0,4.0,10.0,-172.8,-348.6,3.0,,
1,FMA2C,25,2261.0,172.0,104.5,36.0,7.0,9.0,-196.3,-394.6,2.0,,
1,FMA2C,26,2419.0,230.5,2.5,35.0,7.0,1.0,-202.2,-406.4,2.0,,
1,FMA2C,27,2635.0,302.5,8.5,36.0,9.0,5.0,-224.8,-450.6,1.0,,
1,FMA2C,28,2907.0,394.5,23.0,38.0,10.0,8.0,-248.3,-496.6,0.0,,
1,FMA2C,29,2202.0,456.0,33.5,33.0,11.0,12.0,-212.8,-433.6,8.0,,
1,FMA2C,30,2038.0,395.0,71.0,29.0,9.0,17.0,-204.6,-414.2,5.0,,
1,FMA2C,31,1666.5,418.5,113.0,23.0,7.0,14.0,-144.7,-296.4,7.0,,
1,FMA2C,32,1450.5,407.0,0.0,22.0,7.0,3.0,-153.6,-315.2,8.0,,
1,FMA2C,33,1606.5,484.5,5.5,27.0,9.0,16.0,-178.6,-357.2,0.0,,
1,FMA2C,34,1536.0,265.0,13.0,31.0,7.0,8.0,-169.6,-345.2,6.0,,
1,FMA2C,35,1571.0,346.0,6.5,36.0,11.0,7.0,-164.3,-330.6,2.0,,
1,FMA2C,36,1509.5,376.5,29.5,35.0,10.0,9.0,-166.9,-340.8,7.0,,
1,FMA2C,37,934.0,481.5,59.5,30.0,11.0,12.0,-167.1,-343.2,9.0,,
1,FMA2C,38,911.5,155.5,0.0,24.0,5.0,0.0,-94.1,-197.2,9.0,,
1,FMA2C,39,1084.0,111.5,0.0,21.0,3.0,6.0,-107.4,-219.8,5.0,,
1,FMA2C,40,1214.0,142.0,14.5,24.0,4.0,9.0,-114.9,-232.8,3.0,,
1,FMA2C,41,1438.5,182.0,44.5,32.0,4.0,11.0,-135.8,-271.6,0.0,,
1,FMA2C,42,1720.5,222.0,70.0,33.0,4.0,11.0,-153.8,-308.6,1.0,,
1,FMA2C,43,1954.0,233.5,0.0,37.0,4.0,1.0,-159.2,-320.4,2.0,,
1,FMA2C,44,2090.0,278.0,0.5,37.0,5.0,5.0,-155.1,-312.2,2.0,,
1,FMA2C,45,2414.0,328.0,14.5,38.0,5.0,6.0,-174.6,-349.2,0.0,,
1,FMA2C,46,2517.0,383.0,0.0,36.0,6.0,0.0,-186.7,-376.4,3.0,,
1,FMA2C,47,2817.0,445.0,3.0,37.0,7.0,3.0,-207.1,-414.2,0.0,,
1,FMA2C,48,3075.5,522.0,16.5,42.0,9.0,4.0,-218.6,-438.2,1.0,,
1,FMA2C,49,3237.0,612.0,0.0,40.0,9.0,0.0,-207.0,-416.0,2.0,,
1,FMA2C,50,3456.0,712.0,0.0,39.0,12.0,1.0,-214.6,-433.2,4.0,,
1,FMA2C,51,3727.0,832.0,6.5,41.0,12.0,3.0,-232.8,-467.6,2.0,,
1,FMA2C,52,3999.0,932.5,9.5,41.0,12.0,1.0,-244.0,-491.0,3.0,,
1,FMA2C,53,4268.5,1052.5,16.5,41.0,12.0,5.0,-257.4,-518.8,4.0,,
1,FMA2C,54,4433.0,1043.0,10.0,43.0,12.0,4.0,-275.0,-553.0,3.0,,
1,FMA2C,55,3870.0,774.0,0.5,37.0,10.0,2.0,-283.3,-574.6,8.0,,
1,FMA2C,56,3941.0,878.5,6.5,40.0,13.0,5.0,-300.8,-602.6,1.0,,
1,FMA2C,57,4031.0,1010.0,5.0,40.0,14.0,4.0,-315.7,-633.4,2.0,,
1,FMA2C,58,4308.0,1153.5,19.5,47.0,16.0,8.0,-339.7,-680.4,1.0,,
1,FMA2C,59,3628.0,645.0,24.0,40.0,13.0,7.0,-296.4,-600.8,8.0,,
