episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MPLight,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,MPLight,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,
1,MPLight,3,0.5,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0,,
1,MPLight,4,20.0,0.0,0.0,4.0,0.0,1.0,-4.0,-4.0,-4.0,,
1,MPLight,5,33.0,0.0,5.0,5.0,0.0,1.0,-5.0,-5.0,-5.0,,
1,MPLight,6,97.0,0.0,13.0,9.0,0.0,3.0,-9.0,-9.0,-9.0,,
1,MPLight,7,195.5,3.5,23.0,14.0,1.0,3.0,-14.0,-14.0,-14.0,,
1,MPLight,8,255.5,0.0,0.0,14.0,0.0,1.0,-14.0,-14.0,-14.0,,
1,MPLight,9,385.5,0.0,1.0,17.0,0.0,2.0,-17.0,-17.0,-17.0,,
1,MPLight,10,552.5,6.5,6.0,22.0,2.0,1.0,-22.0,-22.0,-22.0,,
1,MPLight,11,768.0,31.0,15.0,27.0,3.0,3.0,-27.0,-27.0,-27.0,,
1,MPLight,12,1018.0,61.0,30.0,30.0,3.0,3.0,-30.0,-30.0,-30.0,,
1,MPLight,13,1173.5,59.5,0.0,27.0,2.0,0.0,-27.0,-27.0,-27.0,,
1,MPLight,14,1341.0,83.0,1.0,29.0,4.0,2.0,-29.0,-29.0,-29.0,,
1,MPLight,15,1565.0,125.5,6.0,32.0,5.0,4.0,-32.0,-32.0,-32.0,,
1,MPLight,16,1751.0,143.5,11.0,29.0,4.0,2.0,-29.0,-29.0,-29.0,,
1,MPLight,17,1893.5,187.5,18.5,28.0,5.0,3.0,-28.0,-28.0,-28.0,,
1,MPLight,18,2132.5,237.5,12.0,31.0,5.0,5.0,-31.0,-31.0,-31.0,,
1,MPLight,19,2397.5,287.5,18.5,32.0,5.0,5.0,-32.0,-32.0,-32.0,,
1,MPLight,20,2584.0,347.5,6.0,33.0,8.0,3.0,-33.0,-33.0,-33.0,,
1,MPLight,21,2735.0,427.5,11.0,30.0,8.0,1.0,-30.0,-30.0,-30.0,,
1,MPLight,22,2920.0,509.0,16.5,30.0,9.0,3.0,-30.0,-30.0,-30.0,,
1,MPLight,23,3133.0,605.5,26.5,34.0,12.0,6.0,-34.0,-34.0,-34.0,,
1,MPLight,24,3340.0,717.5,37.5,33.0,12.0,7.0,-33.0,-33.0,-33.0,,
1,MPLight,25,3552.0,844.0,60.0,38.0,16.0,8.0,-38.0,-38.0,-38.0,,
1,MPLight,26,3024.5,827.0,15.0,35.0,14.0,7.0,-35.0,-35.0,-35.0,,
1,MPLight,27,3239.5,836.0,20.0,35.0,13.0,5.0,-35.0,-35.0,-35.0,,
1,MPLight,28,2395.0,673.0,37.5,30.0,13.0,7.0,-30.0,-30.0,-30.0,,
1,MPLight,29,2333.5,589.5,61.5,31.0,13.0,13.0,-31.0,-31.0,-31.0,,
1,MPLight,30,2427.0,550.5,2.5,31.0,11.0,4.0,-31.0,-31.0,-31.0,,
1,MPLight,31,2587.5,661.5,0.0,37.0,12.0,6.0,-37.0,-37.0,-37.0,,
