episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FIXEDTIME,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FIXEDTIME,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,
1,FIXEDTIME,3,11.5,0.0,0.0,5.0,0.0,0.0,-11.5,-11.5,-11.5,,
1,FIXEDTIME,4,67.5,0.0,0.0,8.0,0.0,1.0,-67.5,-67.5,-67.5,,
1,FIXEDTIME,5,95.0,0.0,2.5,6.0,0.0,1.0,-95.0,-95.0,-95.0,,
1,FIXEDTIME,6,139.0,1.0,10.0,8.0,1.0,3.0,-140.0,-140.0,-140.0,,
1,FIXEDTIME,7,115.0,11.0,12.5,8.0,1.0,1.0,-126.0,-126.0,-126.0,,
1,FIXEDTIME,8,187.5,21.0,18.0,9.0,1.0,3.0,-208.5,-208.5,-208.5,,
1,FIXEDTIME,9,227.5,0.0,0.0,15.0,0.0,1.0,-227.5,-227.5,-227.5,,
1,FIXEDTIME,10,244.5,0.0,0.0,19.0,0.0,0.0,-244.5,-244.5,-244.5,,
1,FIXEDTIME,11,383.5,5.0,2.5,26.0,3.0,2.0,-388.5,-388.5,-388.5,,
1,FIXEDTIME,12,602.5,40.0,12.0,31.0,4.0,2.0,-642.5,-642.5,-642.5,,
1,FIXEDTIME,13,612.5,38.5,22.0,27.0,3.0,2.0,-651.0,-651.0,-651.0,,
1,FIXEDTIME,14,425.5,48.5,32.0,20.0,3.0,2.0,-474.0,-474.0,-474.0,,
1,FIXEDTIME,15,457.0,15.0,42.0,17.0,1.0,6.0,-472.0,-472.0,-472.0,,
1,FIXEDTIME,16,625.0,35.0,52.0,26.0,6.0,5.0,-660.0,-660.0,-660.0,,
1,FIXEDTIME,17,726.5,72.5,0.0,28.0,4.0,1.0,-799.0,-799.0,-799.0,,
1,FIXEDTIME,18,767.5,44.5,4.5,25.0,2.0,1.0,-812.0,-812.0,-812.0,,
1,FIXEDTIME,19,948.0,71.5,11.5,30.0,6.0,6.0,-1019.5,-1019.5,-1019.5,,
1,FIXEDTIME,20,1191.5,131.5,29.0,32.0,6.0,11.0,-1323.0,-1323.0,-1323.0,,
1,FIXEDTIME,21,1129.0,138.5,33.0,31.0,5.0,7.0,-1267.5,-1267.5,-1267.5,,
1,FIXEDTIME,22,710.5,62.0,58.0,21.0,2.0,10.0,-772.5,-772.5,-772.5,,
1,FIXEDTIME,23,703.0,48.0,54.0,21.0,3.0,4.0,-751.0,-751.0,-751.0,,
1,FIXEDTIME,24,838.5,79.0,74.5,24.0,4.0,10.0,-917.5,-917.5,-917.5,,
1,FIXEDTIME,25,923.5,67.5,0.0,25.0,3.0,1.0,-991.0,-991.0,-991.0,,
1,FIXEDTIME,26,926.5,99.0,2.0,26.0,4.0,2.0,-1025.5,-1025.5,-1025.5,,
1,FIXEDTIME,27,1147.5,143.5,10.0,29.0,6.0,8.0,-1291.0,-1291.0,-1291.0,,
1,FIXEDTIME,28,1380.0,207.5,32.5,32.0,8.0,16.0,-1587.5,-1587.5,-1587.5,,
1,FIXEDTIME,29,1260.0,204.5,43.5,30.0,7.0,9.0,-1464.5,-1464.5,-1464.5,,
1,FIXEDTIME,30,598.0,220.5,70.0,21.0,6.0,13.0,-818.5,-818.5,-818.5,,
