episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,IDQN,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,IDQN,2,2.5,0.0,0.0,1.0,0.0,1.0,-0.01116,-0.01116,-0.01116,1.0,
1,IDQN,3,23.0,0.0,0.0,5.0,0.0,0.0,-0.10268,-0.10268,-0.10268,0.9955,
1,IDQN,4,43.0,0.0,0.0,5.0,0.0,0.0,-0.19196,-0.19196,-0.19196,0.9909,
1,IDQN,5,50.5,0.0,0.0,5.0,0.0,0.0,-0.22545,-0.22545,-0.22545,0.9864,
1,IDQN,6,72.5,0.0,0.0,6.0,0.0,0.0,-0.32366,-0.32366,-0.32366,0.9818,
1,IDQN,7,134.5,2.0,0.0,12.0,1.0,1.0,-0.60938,-0.60938,-0.60938,0.9773,
1,IDQN,8,89.0,12.0,3.5,9.0,1.0,3.0,-0.45089,-0.45089,-0.45089,0.9727,
1,IDQN,9,116.5,3.0,0.0,11.0,1.0,1.0,-0.53348,-0.53348,-0.53348,0.9682,
1,IDQN,10,207.5,14.0,2.5,18.0,2.0,3.0,-0.98884,-0.98884,-0.98884,0.9636,
1,IDQN,11,284.5,12.0,11.5,21.0,2.0,3.0,-1.32366,-1.32366,-1.32366,0.9591,
1,IDQN,12,485.0,35.0,9.0,29.0,3.0,2.0,-2.32143,-2.32143,-2.32143,0.9545,
1,IDQN,13,756.0,67.0,14.0,34.0,5.0,3.0,-3.67411,-3.67411,-3.67411,0.95,
1,IDQN,14,1022.5,121.5,29.5,34.0,6.0,6.0,-4.0,-4.0,-4.0,0.9455,
1,IDQN,15,980.0,107.5,33.0,27.0,4.0,4.0,-4.0,-4.0,-4.0,0.9409,
1,IDQN,16,1035.0,126.0,43.0,24.0,4.0,4.0,-4.0,-4.0,-4.0,0.9364,
1,IDQN,17,1153.0,54.0,0.0,25.0,2.0,0.0,-4.0,-4.0,-4.0,0.9318,
1,IDQN,18,1327.0,76.5,0.5,28.0,3.0,5.0,-4.0,-4.0,-4.0,0.9273,
1,IDQN,19,1369.0,112.0,2.0,31.0,5.0,5.0,-4.0,-4.0,-4.0,0.9227,
1,IDQN,20,1335.5,48.0,1.0,27.0,3.0,4.0,-4.0,-4.0,-4.0,0.9182,
1,IDQN,21,1579.5,80.5,4.5,31.0,5.0,6.0,-4.0,-4.0,-4.0,0.9136,
1,IDQN,22,1701.0,121.5,2.0,31.0,5.0,1.0,-4.0,-4.0,-4.0,0.9091,
