episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,MPLight_MM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,,
1,MPLight_MM,2,2.5,0.0,0.0,1.0,0.0,2.0,-7.182,-7.182,-7.182,,
1,MPLight_MM,3,25.5,0.0,4.0,6.0,0.0,2.0,-12.182,-12.182,-12.182,,
1,MPLight_MM,4,67.5,0.0,0.0,6.0,0.0,0.0,-6.0,-6.0,-6.0,,
1,MPLight_MM,5,74.0,0.0,0.0,6.0,0.0,0.0,-9.091,-9.091,-9.091,,
1,MPLight_MM,6,93.0,1.5,2.5,6.0,1.0,2.0,-13.449,-13.449,-13.449,,
1,MPLight_MM,7,149.5,11.5,7.5,11.0,1.0,2.0,-18.449,-18.449,-18.449,,
1,MPLight_MM,8,264.0,21.5,0.0,18.0,1.0,1.0,-25.449,-25.449,-25.449,,
1,MPLight_MM,9,432.0,36.0,1.5,22.0,3.0,5.0,-41.256,-41.256,-41.256,,
1,MPLight_MM,10,637.5,67.5,14.0,28.0,4.0,5.0,-48.523,-48.523,-48.523,,
1,MPLight_MM,11,893.0,107.5,29.0,32.0,4.0,5.0,-52.523,-52.523,-52.523,,
1,MPLight_MM,12,810.0,98.0,44.0,26.0,3.0,5.0,-45.256,-45.256,-45.256,,
1,MPLight_MM,13,637.0,130.5,59.0,20.0,4.0,5.0,-40.523,-40.523,-40.523,,
1,MPLight_MM,14,568.5,0.0,1.0,14.0,0.0,1.0,-20.182,-20.182,-20.182,,
1,MPLight_MM,15,715.0,4.0,0.0,20.0,3.0,3.0,-36.165,-36.165,-36.165,,
1,MPLight_MM,16,898.0,40.5,13.0,31.0,5.0,8.0,-62.063,-62.063,-62.063,,
1,MPLight_MM,17,982.0,37.0,7.5,30.0,2.0,3.0,-44.898,-44.898,-44.898,,
1,MPLight_MM,18,1152.5,57.0,1.0,30.0,2.0,5.0,-51.08,-51.08,-51.08,,
1,MPLight_MM,19,1438.5,84.0,20.0,34.0,4.0,7.0,-60.705,-60.705,-60.705,,
1,MPLight_MM,20,1585.5,115.5,10.0,33.0,5.0,6.0,-64.063,-64.063,-64.063,,
1,MPLight_MM,21,1689.5,145.0,12.5,32.0,5.0,5.0,-53.79,-53.79,-53.79,,
1,MPLight_MM,22,1814.0,192.5,18.5,32.0,6.0,2.0,-45.784,-45.784,-45.784,,
1,MPLight_MM,23,2054.5,252.5,28.5,33.0,6.0,9.0,-68.421,-68.421,-68.421,,
1,MPLight_MM,24,2331.0,326.5,2.0,41.0,11.0,7.0,-82.756,-82.756,-82.756,,
1,MPLight_MM,25,2106.0,312.0,20.0,37.0,10.0,15.0,-96.035,-96.035,-96.035,,
1,MPLight_MM,26,2377.0,414.0,62.0,40.0,11.0,21.0,-109.575,-109.575,-109.575,,
1,MPLight_MM,27,2564.0,499.5,47.5,40.0,12.0,5.0,-70.659,-70.659,-70.659,,
1,MPLight_MM,28,2517.5,542.0,23.0,42.0,15.0,7.0,-85.733,-85.733,-85.733,,
1,MPLight_MM,29,2461.0,541.0,44.0,38.0,14.0,14.0,-105.194,-105.194,-105.194,,
1,MPLight_MM,30,2230.5,294.0,60.0,31.0,8.0,7.0,-62.773,-62.773,-62.773,,
1,MPLight_MM,31,2367.0,305.0,0.0,34.0,9.0,2.0,-60.858,-60.858,-60.858,,
1,MPLight_MM,32,2434.0,133.0,4.0,28.0,5.0,2.0,-49.79,-49.79,-49.79,,
1,MPLight_MM,33,2490.0,135.0,9.0,31.0,7.0,2.0,-52.233,-52.233,-52.233,,
1,MPLight_MM,34,2639.0,205.5,0.0,33.0,8.0,4.0,-58.591,-58.591,-58.591,,
1,MPLight_MM,35,2284.5,220.5,14.5,33.0,10.0,8.0,-70.398,-70.398,-70.398,,
1,MPLight_MM,36,2520.5,325.0,30.5,37.0,11.0,4.0,-63.301,-63.301,-63.301,,
1,MPLight_MM,37,2724.5,363.5,0.0,36.0,10.0,0.0,-48.67,-48.67,-48.67,,
1,MPLight_MM,38,2915.5,463.5,0.0,37.0,10.0,7.0,-71.307,-71.307,-71.307,,
1,MPLight_MM,39,3195.0,568.0,10.0,41.0,11.0,8.0,-79.665,-79.665,-79.665,,
1,MPLight_MM,40,3423.0,684.5,4.5,41.0,13.0,2.0,-63.653,-63.653,-63.653,,
1,MPLight_MM,41,3627.0,814.5,10.5,40.0,13.0,8.0,-81.199,-81.199,-81.199,,
1,MPLight_MM,42,3863.5,944.5,10.5,42.0,13.0,5.0,-80.108,-80.108,-80.108,,
1,MPLight_MM,43,3319.0,736.0,27.5,35.0,10.0,7.0,-72.398,-72.398,-72.398,,
1,MPLight_MM,44,3254.0,751.5,1.0,31.0,9.0,2.0,-51.676,-51.676,-51.676,,
1,MPLight_MM,45,3480.0,845.0,11.0,36.0,11.0,2.0,-59.21,-59.21,-59.21,,
1,MPLight_MM,46,3730.0,959.0,21.5,37.0,12.0,5.0,-67.659,-67.659,-67.659,,
1,MPLight_MM,47,3992.0,1079.0,5.5,41.0,12.0,1.0,-62.386,-62.386,-62.386,,
1,MPLight_MM,48,4282.0,1206.0,11.5,43.0,14.0,2.0,-66.92,-66.92,-66.92,,
1,MPLight_MM,49,4572.0,1348.5,18.0,44.0,15.0,2.0,-69.187,-69.187,-69.187,,
1,MPLight_MM,50,4605.0,1503.5,10.0,43.0,16.0,3.0,-72.545,-72.545,-72.545,,
1,MPLight_MM,51,4785.5,1663.5,3.0,43.0,16.0,3.0,-72.545,-72.545,-72.545,,
1,MPLight_MM,52,4900.0,1825.5,2.0,42.0,17.0,4.0,-75.903,-75.903,-75.903,,
1,MPLight_MM,53,5138.0,1999.5,0.5,45.0,20.0,2.0,-76.522,-76.522,-76.522,,
1,MPLight_MM,54,5398.5,2208.0,5.5,52.0,23.0,3.0,-90.414,-90.414,-90.414,,
1,MPLight_MM,55,5693.0,2438.0,13.5,53.0,23.0,5.0,-100.687,-100.687,-100.687,,
1,MPLight_MM,56,5848.5,2605.0,8.0,49.0,21.0,2.0,-87.971,-87.971,-87.971,,
1,MPLight_MM,57,6097.0,2815.5,13.0,51.0,22.0,3.0,-91.238,-91.238,-91.238,,
1,MPLight_MM,58,5108.5,2742.0,4.0,52.0,24.0,4.0,-94.772,-94.772,-94.772,,
1,MPLight_MM,59,4659.5,2779.5,0.0,46.0,22.0,2.0,-83.147,-83.147,-83.147,,
1,MPLight_MM,60,4843.5,2999.5,4.5,48.0,22.0,4.0,-94.42,-94.42,-94.42,,
1,MPLight_MM,61,5105.0,3221.5,8.5,50.0,23.0,6.0,-100.778,-100.778,-100.778,,
1,MPLight_MM,62,5125.0,3453.5,30.5,52.0,25.0,11.0,-117.676,-117.676,-117.676,,
1,MPLight_MM,63,5342.0,3712.0,60.0,56.0,28.0,13.0,-131.659,-131.659,-131.659,,
1,MPLight_MM,64,5622.0,3981.0,64.5,56.0,28.0,5.0,-106.931,-106.931,-106.931,,
1,MPLight_MM,65,5902.0,4270.0,90.5,59.0,31.0,7.0,-119.914,-119.914,-119.914,,
1,MPLight_MM,66,3502.0,2819.0,122.5,46.0,26.0,7.0,-100.579,-100.579,-100.579,,
1,MPLight_MM,67,1925.5,1866.0,158.5,35.0,21.0,10.0,-92.517,-92.517,-92.517,,
1,MPLight_MM,68,1411.0,1551.0,199.5,32.0,18.0,13.0,-94.989,-94.989,-94.989,,
1,MPLight_MM,69,1333.5,1612.5,0.0,31.0,15.0,1.0,-59.278,-59.278,-59.278,,
1,MPLight_MM,70,1131.0,1727.5,0.5,35.0,17.0,2.0,-68.903,-68.903,-68.903,,
1,MPLight_MM,71,1324.5,1898.0,3.0,42.0,18.0,4.0,-77.17,-77.17,-77.17,,
1,MPLight_MM,72,1571.0,2082.0,11.5,46.0,19.0,6.0,-88.619,-88.619,-88.619,,
1,MPLight_MM,73,1845.0,2272.0,34.5,47.0,19.0,10.0,-101.983,-101.983,-101.983,,
1,MPLight_MM,74,2043.5,2465.0,10.0,46.0,20.0,5.0,-92.977,-92.977,-92.977,,
1,MPLight_MM,75,2274.5,2665.0,1.0,47.0,20.0,6.0,-90.886,-90.886,-90.886,,
1,MPLight_MM,76,2516.5,2865.0,17.5,47.0,20.0,11.0,-106.341,-106.341,-106.341,,
1,MPLight_MM,77,2791.5,3067.5,19.0,49.0,21.0,4.0,-91.062,-91.062,-91.062,,
1,MPLight_MM,78,1995.5,2239.5,36.5,40.0,17.0,7.0,-83.176,-83.176,-83.176,,
1,MPLight_MM,79,967.0,1937.5,65.0,29.0,15.0,7.0,-69.642,-69.642,-69.642,,
1,MPLight_MM,80,906.0,1651.5,95.0,27.0,13.0,10.0,-74.381,-74.381,-74.381,,
1,MPLight_MM,81,848.5,1452.5,2.0,26.0,11.0,2.0,-52.301,-52.301,-52.301,,
1,MPLight_MM,82,875.5,1555.5,1.5,30.0,12.0,11.0,-82.296,-82.296,-82.296,,
1,MPLight_MM,83,924.0,1678.0,26.5,36.0,13.0,12.0,-92.654,-92.654,-92.654,,
1,MPLight_MM,84,884.0,1814.5,42.5,37.0,15.0,7.0,-77.642,-77.642,-77.642,,
1,MPLight_MM,85,991.5,1966.5,6.5,40.0,16.0,4.0,-78.818,-78.818,-78.818,,
1,MPLight_MM,86,1203.0,2127.0,22.0,42.0,17.0,12.0,-100.631,-100.631,-100.631,,
1,MPLight_MM,87,1469.0,2302.0,12.0,47.0,18.0,5.0,-85.261,-85.261,-85.261,,
1,MPLight_MM,88,1523.5,2450.0,33.5,47.0,17.0,7.0,-90.176,-90.176,-90.176,,
1,MPLight_MM,89,1810.0,2599.5,42.0,46.0,17.0,8.0,-95.358,-95.358,-95.358,,
1,MPLight_MM,90,2106.5,2780.5,63.5,52.0,21.0,10.0,-109.517,-109.517,-109.517,,
1,MPLight_MM,91,2222.5,2979.5,10.5,50.0,20.0,2.0,-90.795,-90.795,-90.795,,
1,MPLight_MM,92,2249.0,3185.5,16.0,48.0,22.0,3.0,-94.42,-94.42,-94.42,,
1,MPLight_MM,93,2457.0,3410.5,20.5,48.0,23.0,4.0,-98.778,-98.778,-98.778,,
1,MPLight_MM,94,2709.0,3640.5,5.5,50.0,23.0,9.0,-106.96,-106.96,-106.96,,
1,MPLight_MM,95,2970.0,3872.0,1.5,51.0,24.0,4.0,-96.863,-96.863,-96.863,,
1,MPLight_MM,96,3222.0,4118.5,7.0,54.0,26.0,13.0,-127.125,-127.125,-127.125,,
1,MPLight_MM,97,3511.5,4382.5,40.5,58.0,27.0,16.0,-141.665,-141.665,-141.665,,
1,MPLight_MM,98,3740.0,4657.0,29.5,59.0,28.0,6.0,-113.022,-113.022,-113.022,,
1,MPLight_MM,99,4056.5,4942.5,53.0,63.0,30.0,8.0,-125.738,-125.738,-125.738,,
1,MPLight_MM,100,3370.5,3469.0,72.0,54.0,26.0,5.0,-102.397,-102.397,-102.397,,
1,MPLight_MM,101,1639.5,2265.0,97.0,37.0,20.0,6.0,-87.068,-87.068,-87.068,,
1,MPLight_MM,102,1545.0,1960.5,123.0,35.0,18.0,8.0,-82.534,-82.534,-82.534,,
1,MPLight_MM,103,1721.0,2140.5,151.0,38.0,18.0,9.0,-91.716,-91.716,-91.716,,
1,MPLight_MM,104,1456.5,1503.5,176.0,34.0,16.0,7.0,-82.091,-82.091,-82.091,,
1,MPLight_MM,105,1196.0,1163.5,208.0,30.0,13.0,8.0,-71.199,-71.199,-71.199,,
1,MPLight_MM,106,1221.0,1303.5,247.0,39.0,16.0,14.0,-102.546,-102.546,-102.546,,
1,MPLight_MM,107,1453.5,1467.0,288.5,46.0,18.0,10.0,-102.807,-102.807,-102.807,,
1,MPLight_MM,108,1650.0,1656.5,335.5,50.0,21.0,13.0,-116.79,-116.79,-116.79,,
1,MPLight_MM,109,1631.5,1739.5,34.0,45.0,19.0,4.0,-87.619,-87.619,-87.619,,
1,MPLight_MM,110,1758.5,1885.5,50.0,44.0,18.0,10.0,-97.716,-97.716,-97.716,,
1,MPLight_MM,111,1877.5,1917.0,13.0,40.0,15.0,6.0,-86.824,-86.824,-86.824,,
1,MPLight_MM,112,1752.0,2069.5,34.5,40.0,17.0,11.0,-95.54,-95.54,-95.54,,
1,MPLight_MM,113,1683.0,2228.0,7.0,43.0,16.0,5.0,-91.091,-91.091,-91.091,,
1,MPLight_MM,114,1806.5,2389.5,4.5,43.0,18.0,4.0,-78.17,-78.17,-78.17,,
1,MPLight_MM,115,2007.0,2567.5,6.5,44.0,20.0,1.0,-72.431,-72.431,-72.431,,
1,MPLight_MM,116,2215.0,2771.5,13.5,46.0,22.0,10.0,-104.784,-104.784,-104.784,,
1,MPLight_MM,117,2389.0,2998.5,16.5,46.0,24.0,5.0,-101.136,-101.136,-101.136,,
1,MPLight_MM,118,2613.0,3243.0,26.5,49.0,25.0,14.0,-123.949,-123.949,-123.949,,
1,MPLight_MM,119,2833.5,3498.5,34.0,50.0,27.0,4.0,-99.664,-99.664,-99.664,,
1,MPLight_MM,120,3067.0,3772.0,49.0,53.0,28.0,14.0,-131.75,-131.75,-131.75,,
1,MPLight_MM,121,3327.5,4059.5,86.5,60.0,31.0,17.0,-151.824,-151.824,-151.824,,
1,MPLight_MM,122,3617.5,4369.5,137.5,60.0,31.0,18.0,-154.915,-154.915,-154.915,,
1,MPLight_MM,123,3847.0,4656.0,92.5,59.0,31.0,7.0,-123.005,-123.005,-123.005,,
1,MPLight_MM,124,4061.0,4966.0,0.5,58.0,31.0,2.0,-106.55,-106.55,-106.55,,
1,MPLight_MM,125,4272.5,5285.5,6.5,64.0,35.0,3.0,-117.618,-117.618,-117.618,,
1,MPLight_MM,126,4529.5,5638.0,25.5,65.0,37.0,10.0,-142.789,-142.789,-142.789,,
