episode,agent,decision,car_wait,bike_wait,ped_wait,car_queue,bike_queue,ped_queue,reward_mean,reward_min,reward_max,epsilon,mean_q
1,FMA2CFull,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1,FMA2CFull,2,2.0,0.0,0.0,1.0,0.0,1.0,-0.9,-1.8,0.0,,
1,FMA2CFull,3,21.0,0.0,0.0,6.0,0.0,0.0,-5.2,-12.4,2.0,,
1,FMA2CFull,4,49.0,0.0,0.0,6.0,0.0,0.0,-9.0,-20.0,2.0,,
1,FMA2CFull,5,94.5,0.0,0.0,8.0,0.0,0.0,-16.6,-34.2,1.0,,
1,FMA2CFull,6,186.0,1.5,3.0,13.0,1.0,2.0,-27.8,-56.6,1.0,,
1,FMA2CFull,7,294.5,11.5,0.0,15.0,1.0,0.0,-36.3,-73.6,1.0,,
1,FMA2CFull,8,453.5,22.0,1.0,23.0,2.0,3.0,-51.8,-103.6,0.0,,
1,FMA2CFull,9,673.0,44.0,8.0,28.0,3.0,5.0,-68.2,-137.4,1.0,,
1,FMA2CFull,10,857.0,13.5,0.0,28.0,2.0,0.0,-66.1,-135.2,3.0,,
1,FMA2CFull,11,976.5,13.5,0.5,26.0,3.0,1.0,-73.6,-151.2,4.0,,
1,FMA2CFull,12,1097.5,35.5,8.0,27.0,3.0,2.0,-85.0,-173.0,3.0,,
1,FMA2CFull,13,1195.0,44.0,0.0,26.0,2.0,0.0,-83.5,-172.0,5.0,,
1,FMA2CFull,14,1441.5,65.5,3.0,29.0,3.0,3.0,-103.2,-208.4,2.0,,
1,FMA2CFull,15,1673.5,88.0,7.5,31.0,4.0,2.0,-121.1,-245.2,3.0,,
1,FMA2CFull,16,1903.0,128.0,12.5,30.0,4.0,1.0,-129.5,-264.0,5.0,,
1,FMA2CFull,17,2164.5,168.0,17.5,31.0,4.0,4.0,-147.3,-297.6,3.0,,
1,FMA2CFull,18,2384.5,208.0,31.0,32.0,4.0,8.0,-162.2,-325.4,1.0,,
1,FMA2CFull,19,2578.5,252.0,51.5,34.0,6.0,8.0,-161.7,-327.4,4.0,,
1,FMA2CFull,20,2858.5,313.5,81.5,35.0,7.0,9.0,-180.5,-361.0,0.0,,
1,FMA2CFull,21,2517.0,117.5,37.5,29.0,4.0,3.0,-160.5,-328.0,7.0,,
1,FMA2CFull,22,2279.5,56.5,52.5,25.0,3.0,8.0,-148.4,-301.8,5.0,,
1,FMA2CFull,23,2502.5,101.0,77.0,30.0,7.0,8.0,-172.2,-344.4,0.0,,
1,FMA2CFull,24,2617.0,146.0,12.0,29.0,6.0,3.0,-181.0,-367.0,5.0,,
1,FMA2CFull,25,2788.5,211.0,23.5,35.0,8.0,11.0,-203.5,-408.0,1.0,,
1,FMA2CFull,26,3061.0,295.5,52.5,39.0,10.0,13.0,-224.0,-448.0,0.0,,
1,FMA2CFull,27,3196.5,324.0,40.5,36.0,9.0,4.0,-214.7,-432.4,3.0,,
1,FMA2CFull,28,3343.5,390.0,45.5,37.0,11.0,8.0,-211.1,-425.2,3.0,,
1,FMA2CFull,29,3529.5,496.5,53.0,35.0,12.0,3.0,-216.3,-437.6,5.0,,
1,FMA2CFull,30,3763.0,619.5,64.0,37.0,13.0,3.0,-230.5,-465.0,4.0,,
1,FMA2CFull,31,4003.0,749.5,79.0,37.0,13.0,5.0,-245.5,-493.0,2.0,,
1,FMA2CFull,32,4243.0,888.5,95.5,39.0,15.0,6.0,-260.0,-523.0,3.0,,
1,FMA2CFull,33,4488.5,946.5,2.0,40.0,14.0,7.0,-276.1,-554.2,2.0,,
1,FMA2CFull,34,4738.0,1094.5,0.5,43.0,18.0,4.0,-294.0,-589.0,1.0,,
1,FMA2CFull,35,4995.0,1282.0,11.5,47.0,20.0,7.0,-312.5,-627.0,2.0,,
1,FMA2CFull,36,4296.0,1028.5,3.5,39.0,16.0,2.0,-264.5,-537.0,8.0,,
1,FMA2CFull,37,4526.0,1192.0,0.0,40.0,17.0,2.0,-287.0,-574.0,0.0,,
1,FMA2CFull,38,4460.5,1169.5,0.0,38.0,16.0,4.0,-268.3,-540.6,4.0,,
1,FMA2CFull,39,4670.0,1316.5,0.0,37.0,15.0,0.0,-284.1,-570.2,2.0,,
1,FMA2CFull,40,4904.5,1468.0,0.0,44.0,16.0,2.0,-305.1,-613.2,3.0,,
1,FMA2CFull,41,5185.0,1630.5,5.0,46.0,17.0,3.0,-325.7,-651.4,0.0,,
1,FMA2CFull,42,5266.0,1527.5,0.0,46.0,16.0,4.0,-308.0,-621.0,5.0,,
1,FMA2CFull,43,5552.0,1687.5,0.0,47.0,16.0,1.0,-331.9,-664.8,1.0,,
