5.0, {'J01': 0}, {'J01': 0}, {'J01': 0}, 
10.0, {'J01': -2.0}, {'J01': 1}, {'J01': 1}, 
15.0, {'J01': -24.0}, {'J01': 3}, {'J01': 6}, 
20.0, {'J01': -88.0}, {'J01': 4}, {'J01': 7}, 
25.0, {'J01': -158.5}, {'J01': 4}, {'J01': 8}, 
30.0, {'J01': -176.5}, {'J01': 4}, {'J01': 8}, 
35.0, {'J01': -233.5}, {'J01': 4}, {'J01': 8}, 
40.0, {'J01': -285.5}, {'J01': 4}, {'J01': 6}, 
45.0, {'J01': -350.5}, {'J01': 4}, {'J01': 8}, 
50.0, {'J01': -234.5}, {'J01': 3}, {'J01': 9}, 
55.0, {'J01': -304.5}, {'J01': 3}, {'J01': 15}, 
60.0, {'J01': -472.0}, {'J01': 5}, {'J01': 22}, 
65.0, {'J01': -711.5}, {'J01': 5}, {'J01': 29}, 
70.0, {'J01': -884.0}, {'J01': 6}, {'J01': 28}, 
75.0, {'J01': -1080.5}, {'J01': 8}, {'J01': 30}, 
80.0, {'J01': -1397.5}, {'J01': 8}, {'J01': 34}, 
85.0, {'J01': -1742.5}, {'J01': 8}, {'J01': 36}, 
90.0, {'J01': -1737.5}, {'J01': 8}, {'J01': 30}, 
95.0, {'J01': -1788.5}, {'J01': 8}, {'J01': 32}, 
100.0, {'J01': -1921.5}, {'J01': 8}, {'J01': 30}, 
105.0, {'J01': -2135.5}, {'J01': 8}, {'J01': 32}, 
110.0, {'J01': -2461.5}, {'J01': 8}, {'J01': 37}, 
115.0, {'J01': -2828.5}, {'J01': 8}, {'J01': 38}, 
120.0, {'J01': -3179.5}, {'J01': 8}, {'J01': 39}, 
125.0, {'J01': -3407.0}, {'J01': 8}, {'J01': 35}, 
130.0, {'J01': -3728.0}, {'J01': 8}, {'J01': 37}, 
135.0, {'J01': -4076.0}, {'J01': 8}, {'J01': 37}, 
140.0, {'J01': -4441.0}, {'J01': 9}, {'J01': 40}, 
145.0, {'J01': -4858.0}, {'J01': 9}, {'J01': 47}, 
150.0, {'J01': -3480.5}, {'J01': 8}, {'J01': 37}, 
155.0, {'J01': -3474.0}, {'J01': 7}, {'J01': 33}, 
160.0, {'J01': -3599.0}, {'J01': 6}, {'J01': 36}, 
165.0, {'J01': -3437.0}, {'J01': 7}, {'J01': 36}, 
170.0, {'J01': -3308.0}, {'J01': 9}, {'J01': 39}, 
